Date,HomeTeam,AwayTeam,FTR,HomeFTHG_all_avg_25,AwayFTHG_all_avg_25,HomeFTAG_all_avg_25,AwayFTAG_all_avg_25,HomeHTHG_all_avg_25,AwayHTHG_all_avg_25,HomeHTAG_all_avg_25,AwayHTAG_all_avg_25,HomeHS_all_avg_25,AwayHS_all_avg_25,HomeAS_all_avg_25,AwayAS_all_avg_25,HomeHST_all_avg_25,AwayHST_all_avg_25,HomeAST_all_avg_25,AwayAST_all_avg_25,HomeHC_all_avg_25,AwayHC_all_avg_25,HomeAC_all_avg_25,AwayAC_all_avg_25,HomeHF_all_avg_25,AwayHF_all_avg_25,HomeAF_all_avg_25,AwayAF_all_avg_25,HomeHY_all_avg_25,AwayHY_all_avg_25,HomeAY_all_avg_25,AwayAY_all_avg_25,HomeHR_all_avg_25,AwayHR_all_avg_25,HomeAR_all_avg_25,AwayAR_all_avg_25,HomeFTHG_same_avg_2,AwayFTAG_same_avg_2,HomeHTHG_same_avg_2,AwayHTAG_same_avg_2,HomeHS_same_avg_2,AwayAS_same_avg_2,HomeHST_same_avg_2,AwayAST_same_avg_2,HomeHC_same_avg_2,AwayAC_same_avg_2,HomeHF_same_avg_2,AwayAF_same_avg_2,HomeHY_same_avg_2,AwayAY_same_avg_2,HomeHR_same_avg_2,AwayAR_same_avg_2
2021-05-03,West Brom,Wolves,D,0.96,1.32,1.92,1.0,0.48,0.6,0.76,0.32,9.56,11.76,14.4,9.76,3.04,3.68,5.6,3.16,5.2,4.72,5.88,4.4,11.04,11.04,10.0,10.4,1.48,1.56,1.32,1.24,0.08,0.04,0.0,0.0,1.5,0.5,0.5,0.5,18.0,9.5,11.0,6.0,7.0,6.0,10.0,9.0,0.0,0.5,0.0,0.0
2021-05-07,Leicester,Newcastle,A,1.8,1.68,1.12,0.88,0.76,0.64,0.44,0.2,12.88,16.04,9.0,8.76,4.68,5.68,3.44,3.16,5.56,6.72,4.6,4.32,12.24,11.8,11.96,10.52,1.36,1.28,1.96,1.76,0.04,0.04,0.0,0.08,2.5,0.5,0.5,0.5,12.5,7.0,5.0,2.5,5.5,1.5,9.0,9.5,1.5,2.0,0.0,0.5
2021-05-08,Liverpool,Southampton,H,1.92,1.96,1.08,1.32,0.92,0.92,0.52,0.68,16.6,11.8,8.32,11.32,6.08,4.72,3.56,4.24,7.64,5.16,3.24,5.28,10.16,11.8,8.92,11.72,0.92,1.56,1.44,1.56,0.0,0.08,0.0,0.08,3.5,0.0,1.5,0.0,14.0,12.0,6.5,2.5,5.5,7.5,8.0,12.5,0.0,2.0,0.0,0.0
2021-05-08,Man City,Chelsea,A,2.6,1.36,0.72,1.52,1.32,0.68,0.32,0.6,18.04,9.04,6.76,14.56,6.64,3.32,2.36,4.96,7.16,4.16,2.48,6.32,9.2,10.24,8.56,11.04,1.0,1.48,1.4,1.24,0.0,0.08,0.08,0.0,4.0,0.5,3.0,0.5,15.0,11.5,6.5,3.0,5.0,2.0,7.0,11.0,1.0,1.5,0.0,0.0
2021-05-08,Sheffield United,Crystal Palace,A,0.88,1.84,1.2,1.0,0.4,0.6,0.56,0.48,9.64,15.44,12.28,8.88,3.28,5.36,4.36,3.08,5.24,6.36,5.0,3.64,11.16,11.8,8.28,11.0,1.6,1.32,1.24,1.32,0.04,0.12,0.04,0.12,,,,,,,,,,,,,,,,
2021-05-08,Leeds,Tottenham,H,1.52,1.2,1.36,1.52,0.64,0.52,0.76,0.8,13.28,13.8,12.8,11.16,5.68,4.64,5.64,3.8,6.08,5.36,5.08,4.52,12.4,13.16,11.76,11.32,1.6,2.36,1.36,1.64,0.08,0.04,0.08,0.04,1.0,1.5,0.5,1.0,9.0,10.5,2.5,5.0,5.5,4.5,15.0,11.5,0.5,1.5,0.0,0.0
2021-05-09,Wolves,Brighton,H,1.12,1.16,1.04,1.04,0.44,0.68,0.6,0.52,13.6,11.2,9.56,11.16,4.28,3.52,3.56,3.44,5.52,5.24,3.56,4.84,11.08,9.68,10.48,10.6,1.48,1.4,2.04,0.88,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,16.5,6.0,3.0,0.5,8.0,0.5,2.0,7.5,0.5,2.0,0.0,0.0
2021-05-09,Aston Villa,Man United,A,1.4,0.72,1.56,1.76,0.56,0.56,0.8,0.68,13.68,12.68,12.4,12.52,4.76,3.52,4.72,5.28,6.24,5.08,4.88,4.92,12.16,11.44,14.76,12.4,1.56,1.84,1.72,1.88,0.08,0.04,0.16,0.0,0.0,2.0,0.0,1.5,7.0,11.5,1.0,4.0,3.0,5.0,10.5,11.5,2.0,2.5,0.0,0.0
2021-05-09,West Ham,Everton,A,1.68,1.24,1.36,1.24,0.92,0.72,0.36,0.64,11.44,12.72,13.28,9.36,4.28,4.32,4.24,3.56,4.68,5.68,5.36,3.64,10.32,11.28,9.2,11.16,1.28,1.36,1.24,2.0,0.04,0.0,0.04,0.08,0.5,1.5,0.5,1.5,7.5,14.0,3.5,6.0,5.5,7.5,9.0,13.5,1.0,0.5,0.0,0.0
2021-05-09,Arsenal,West Brom,H,1.52,1.72,1.08,0.88,0.76,0.8,0.44,0.36,11.72,15.08,11.92,8.48,4.16,5.72,3.6,2.76,5.68,6.56,4.72,2.48,10.52,11.4,11.44,10.68,1.2,1.4,1.96,1.48,0.12,0.04,0.04,0.08,1.5,0.0,0.5,0.0,21.0,5.0,8.5,2.0,6.5,4.5,9.5,12.0,1.5,2.5,0.0,0.0
2021-05-10,Fulham,Burnley,A,0.72,1.36,1.56,1.04,0.28,0.76,0.92,0.56,11.92,17.16,12.0,9.24,3.44,5.4,4.96,3.44,4.76,7.48,4.8,3.92,11.52,10.12,10.04,10.44,1.88,1.0,1.16,1.4,0.08,0.12,0.04,0.0,3.5,1.0,2.5,1.0,20.5,11.0,12.0,2.5,6.0,3.0,10.0,8.5,1.5,0.5,0.0,0.0
2021-05-11,Man United,Leicester,A,2.16,1.24,1.12,1.44,0.92,0.6,0.52,0.48,15.12,9.56,8.6,13.88,6.16,3.6,3.04,4.84,5.6,5.0,4.44,5.48,11.88,12.04,9.56,10.4,1.64,1.2,1.36,1.6,0.04,0.08,0.08,0.08,1.5,0.5,1.0,0.0,9.0,11.0,5.5,3.5,2.5,7.0,12.5,11.0,1.5,1.5,0.0,0.0
2021-05-11,Southampton,Crystal Palace,H,1.32,1.8,1.24,1.04,0.84,0.56,0.48,0.52,12.28,15.12,9.96,9.24,4.68,5.2,4.08,3.28,4.8,6.48,5.36,3.88,11.28,11.76,11.72,10.96,1.24,1.16,1.56,1.36,0.12,0.12,0.04,0.12,1.0,1.0,0.0,0.5,13.5,10.0,4.5,2.5,7.5,6.0,12.0,7.5,1.5,2.0,0.0,0.5
2021-05-12,Chelsea,Arsenal,A,1.8,1.08,0.88,1.4,0.92,0.76,0.36,0.68,15.44,11.8,8.0,11.08,6.24,4.4,2.52,3.76,6.28,5.08,4.2,5.2,11.4,11.16,9.44,9.16,1.28,2.0,1.36,1.8,0.08,0.08,0.12,0.2,2.5,2.0,1.5,1.0,21.5,8.5,9.5,4.0,11.0,3.0,11.5,7.5,1.0,1.5,0.0,0.5
2021-05-13,Aston Villa,Everton,D,1.4,1.16,1.44,1.24,0.6,0.72,0.64,0.68,13.84,12.52,12.24,9.44,4.92,4.04,4.52,3.6,6.36,5.76,4.96,3.64,12.48,11.16,15.0,11.12,1.52,1.44,1.72,1.88,0.12,0.0,0.16,0.08,1.5,1.5,0.5,1.0,10.5,11.0,4.0,4.0,4.5,7.0,9.0,12.5,2.5,2.0,0.0,0.0
2021-05-13,Man United,Liverpool,A,2.04,1.24,1.2,1.68,0.92,0.6,0.56,0.6,14.76,8.56,8.76,14.24,5.96,3.56,3.04,5.36,5.56,3.12,4.52,6.2,11.52,9.68,9.76,9.76,1.64,1.52,1.36,1.24,0.04,0.08,0.08,0.0,0.5,0.5,0.5,0.0,6.5,8.5,2.5,2.5,3.0,4.0,10.5,15.5,0.5,2.0,0.0,0.0
2021-05-14,Newcastle,Man City,A,1.24,0.64,1.52,1.84,0.48,0.28,0.6,0.88,12.36,6.88,13.24,16.12,4.12,2.52,4.4,5.36,4.52,2.8,5.68,6.8,10.44,10.92,12.08,9.12,1.76,1.56,1.64,1.28,0.08,0.04,0.16,0.12,2.0,1.5,0.5,1.0,6.0,18.0,2.5,6.5,1.0,9.0,6.5,6.5,1.5,2.5,0.0,0.0
2021-05-15,Southampton,Fulham,H,1.4,1.52,1.28,0.84,0.84,0.6,0.52,0.36,12.32,13.4,9.96,11.12,4.8,4.72,4.04,3.8,5.04,5.88,5.32,3.88,11.24,10.08,11.92,12.52,1.2,1.0,1.52,1.72,0.12,0.0,0.04,0.04,2.0,0.0,2.0,0.0,17.0,7.5,5.0,2.0,8.5,3.5,13.5,10.5,0.0,1.5,0.0,0.0
2021-05-15,Brighton,West Ham,D,0.92,1.52,1.36,1.44,0.4,0.72,0.56,0.72,14.12,12.28,9.4,12.0,3.84,4.24,3.28,4.12,6.44,5.2,4.04,4.44,11.44,9.84,9.56,9.64,1.68,1.12,1.44,1.24,0.0,0.0,0.04,0.08,1.0,0.5,0.5,0.0,12.5,12.5,4.0,3.5,5.0,7.5,11.5,9.0,1.5,2.0,0.0,0.0
2021-05-15,Burnley,Leeds,A,0.96,2.12,1.04,1.32,0.44,1.08,0.52,0.64,10.84,17.12,12.8,11.4,3.68,7.04,4.36,4.32,4.48,6.44,5.28,5.92,10.2,11.68,10.84,11.76,1.52,1.2,0.84,1.44,0.0,0.04,0.04,0.08,,,,,,,,,,,,,,,,
2021-05-16,Crystal Palace,Aston Villa,H,0.84,1.16,1.48,1.08,0.52,0.4,0.76,0.4,9.2,14.48,12.96,11.52,3.04,4.64,4.32,4.12,4.4,5.2,5.16,5.08,10.72,14.88,12.04,11.4,1.52,1.88,1.44,1.88,0.0,0.12,0.08,0.0,1.5,0.5,0.0,0.0,19.0,10.5,5.5,2.0,9.5,3.0,13.5,15.5,2.5,3.5,0.0,0.5
2021-05-16,West Brom,Liverpool,A,0.96,1.28,1.92,1.76,0.48,0.64,0.8,0.64,9.4,8.88,14.64,14.4,3.08,3.56,5.84,5.44,5.2,3.28,5.88,6.2,11.16,9.84,10.08,9.8,1.44,1.64,1.2,1.2,0.08,0.08,0.0,0.0,1.0,1.5,0.0,1.0,10.0,12.0,4.0,2.5,5.5,4.0,13.5,7.0,1.5,1.0,0.0,0.0
2021-05-16,Everton,Sheffield United,A,1.36,1.92,1.48,0.44,0.88,0.72,0.6,0.2,11.36,14.28,13.28,7.08,4.08,5.84,4.12,2.12,4.68,7.12,5.64,4.48,11.08,9.16,10.84,12.48,1.48,0.88,1.68,1.76,0.04,0.0,0.04,0.12,1.0,1.0,1.0,0.5,14.5,6.0,4.0,2.5,8.0,3.0,11.0,10.0,0.5,2.0,0.0,0.5
2021-05-16,Tottenham,Wolves,H,1.88,1.28,0.96,1.0,1.04,0.56,0.28,0.36,11.56,11.8,12.72,9.92,4.72,3.72,3.6,3.4,4.64,4.76,5.32,4.36,12.92,11.24,12.6,10.6,1.56,1.52,2.04,1.2,0.04,0.0,0.04,0.0,1.5,3.0,1.5,0.5,11.5,12.5,4.0,4.0,5.0,6.0,9.5,10.5,3.0,2.0,0.0,0.0
2021-05-18,Man United,Fulham,D,2.12,1.56,1.28,0.84,0.96,0.56,0.6,0.32,14.52,13.4,9.24,11.04,5.8,5.0,3.28,3.76,5.6,6.04,4.6,3.84,11.48,10.24,9.96,12.76,1.76,0.96,1.28,1.68,0.04,0.0,0.08,0.04,3.0,1.5,1.5,0.5,25.5,8.0,10.0,3.5,10.0,2.0,7.0,10.5,0.5,0.5,0.0,0.5
2021-05-18,Southampton,Leeds,A,1.44,2.04,1.2,1.48,0.8,1.04,0.52,0.68,12.32,17.16,10.04,11.76,4.88,6.92,4.0,4.4,5.24,6.56,5.4,5.84,11.08,11.48,12.04,11.52,1.12,1.16,1.52,1.4,0.12,0.04,0.04,0.08,2.5,1.5,2.0,0.0,17.0,8.0,6.5,4.5,6.0,3.5,12.0,15.0,0.5,2.5,0.0,0.5
2021-05-18,Brighton,Man City,H,0.92,0.76,1.36,1.96,0.36,0.36,0.56,0.96,14.12,7.16,9.68,16.0,3.84,2.68,3.28,5.4,6.44,2.76,4.0,6.48,11.28,10.84,9.24,9.0,1.6,1.48,1.36,1.24,0.0,0.04,0.04,0.12,0.5,4.5,0.5,2.0,4.5,23.0,1.0,8.5,2.0,6.5,9.5,5.5,0.5,0.0,0.0,0.0
2021-05-18,Chelsea,Leicester,H,1.72,1.2,0.84,1.48,0.88,0.64,0.4,0.48,15.44,9.4,8.12,13.64,6.12,3.44,2.52,4.64,5.96,4.96,4.04,5.44,11.24,11.84,9.44,10.56,1.2,1.16,1.36,1.6,0.08,0.08,0.08,0.08,0.5,1.0,0.5,0.0,15.5,10.0,5.0,3.0,6.5,5.0,9.5,11.5,0.5,1.0,0.0,0.0
2021-05-19,West Brom,West Ham,A,0.92,1.4,2.0,1.44,0.48,0.64,0.84,0.72,9.2,11.92,15.16,12.36,3.04,4.0,6.04,4.16,5.2,5.04,6.16,4.24,11.12,9.72,10.04,9.08,1.44,1.12,1.2,1.24,0.08,0.0,0.0,0.08,2.0,1.0,1.5,0.0,7.0,16.0,3.5,3.0,2.0,4.5,14.5,6.5,2.0,1.5,0.0,0.0
2021-05-19,Everton,Wolves,H,1.28,1.28,1.44,0.88,0.84,0.52,0.64,0.36,11.32,12.32,13.36,10.2,4.0,4.04,4.16,3.36,4.88,5.12,5.64,4.36,10.88,11.04,10.92,10.56,1.48,1.48,1.76,1.16,0.04,0.0,0.04,0.0,2.0,2.5,1.5,1.5,14.0,8.0,5.0,4.5,5.0,4.0,12.0,13.0,2.0,2.5,0.0,0.5
2021-05-19,Newcastle,Sheffield United,H,1.32,1.88,1.68,0.44,0.56,0.68,0.68,0.24,12.52,14.48,13.08,7.0,4.24,5.92,4.48,2.08,4.64,7.4,5.48,4.44,10.52,9.12,11.92,12.44,1.8,0.88,1.68,1.8,0.08,0.0,0.16,0.12,1.5,0.5,0.0,0.0,11.5,9.5,5.5,3.5,4.5,2.0,12.5,11.0,2.5,1.0,0.0,0.5
2021-05-19,Tottenham,Aston Villa,A,1.88,1.24,0.92,1.12,1.04,0.4,0.28,0.48,11.96,15.0,12.84,11.96,5.12,4.88,3.64,4.2,4.76,5.36,5.32,5.2,12.76,15.36,12.76,11.4,1.6,1.88,2.0,1.84,0.04,0.12,0.04,0.0,3.0,1.0,1.0,0.5,24.0,10.0,6.5,3.0,9.0,1.5,9.5,12.0,0.5,1.5,0.0,0.0
2021-05-19,Crystal Palace,Arsenal,A,0.96,1.0,1.48,1.36,0.56,0.72,0.8,0.72,9.88,11.8,13.12,11.2,3.36,4.28,4.28,3.76,4.68,4.76,5.12,5.04,11.16,11.0,12.04,9.16,1.6,1.92,1.44,1.8,0.0,0.08,0.08,0.16,1.5,1.5,0.5,0.5,11.0,7.0,3.0,3.0,3.5,4.0,12.0,19.0,1.5,2.5,0.0,0.5
2021-05-19,Burnley,Liverpool,A,0.88,1.32,1.16,1.76,0.44,0.68,0.52,0.64,11.16,9.0,12.72,14.92,3.64,3.52,4.28,5.48,4.56,3.52,5.4,6.44,10.04,9.88,10.92,10.12,1.52,1.56,0.88,1.2,0.0,0.08,0.04,0.0,0.5,3.0,0.0,1.0,8.5,16.5,4.0,9.5,5.5,6.5,10.0,9.5,0.5,0.0,0.0,0.0
2021-05-23,West Ham,Southampton,H,1.68,2.04,1.32,1.24,0.92,0.96,0.36,0.64,11.6,12.12,13.12,11.2,4.12,4.96,4.16,4.24,4.76,5.48,5.32,5.12,10.4,11.72,9.36,11.44,1.28,1.52,1.28,1.52,0.04,0.08,0.04,0.08,3.0,0.5,1.5,0.5,15.5,10.5,6.5,1.5,3.0,8.0,5.0,11.0,1.0,1.0,0.0,0.0
2021-05-23,Aston Villa,Chelsea,H,1.32,1.36,1.4,1.6,0.6,0.72,0.6,0.6,13.72,9.4,12.52,14.28,4.8,3.4,4.64,5.0,6.48,4.36,4.88,6.0,12.4,10.36,14.76,10.88,1.52,1.52,1.64,1.2,0.12,0.08,0.16,0.0,0.5,3.0,0.5,1.0,11.5,15.0,4.0,6.5,4.5,6.0,10.5,12.5,3.0,1.0,0.5,0.0
2021-05-23,Sheffield United,Burnley,H,0.88,1.36,1.24,1.04,0.4,0.76,0.6,0.6,9.76,17.04,12.4,9.6,3.24,5.24,4.48,3.56,5.24,7.6,4.92,4.0,11.08,10.12,8.08,10.56,1.48,1.08,1.16,1.32,0.04,0.12,0.04,0.0,,,,,,,,,,,,,,,,
2021-05-23,Wolves,Man United,A,1.16,0.68,1.0,1.88,0.44,0.56,0.6,0.68,13.84,12.48,9.24,12.88,4.4,3.52,3.44,5.4,5.84,4.84,3.6,4.96,11.32,11.68,10.32,12.72,1.56,1.84,2.08,1.8,0.0,0.08,0.24,0.0,1.5,1.0,0.5,1.0,7.5,13.5,2.0,3.0,3.5,5.5,11.0,9.5,1.5,2.0,0.0,0.5
2021-05-23,Man City,Everton,H,2.56,1.12,0.72,1.2,1.36,0.68,0.28,0.64,17.68,12.56,7.04,9.6,6.56,3.88,2.44,3.68,6.84,5.84,2.48,3.44,9.32,11.08,8.68,11.08,1.04,1.48,1.32,1.88,0.0,0.0,0.08,0.08,2.5,1.0,0.5,0.0,14.5,8.0,6.0,2.0,4.5,4.0,9.0,10.0,0.5,3.0,0.0,0.0
2021-05-23,Arsenal,Brighton,H,1.6,1.12,1.08,1.04,0.8,0.6,0.44,0.56,11.88,11.4,11.92,10.52,4.28,3.64,3.48,3.24,5.76,5.44,4.76,4.72,10.44,9.8,11.28,10.4,1.2,1.44,1.96,0.92,0.12,0.0,0.04,0.24,1.0,1.5,0.5,0.5,16.0,15.5,6.5,7.0,12.5,6.0,9.5,12.5,4.0,1.5,0.0,0.0
2021-05-23,Leicester,Tottenham,A,1.72,1.32,1.24,1.56,0.68,0.6,0.52,0.84,13.12,13.84,9.32,10.92,4.72,4.84,3.6,3.72,5.64,5.56,4.52,4.64,12.32,13.12,11.56,11.2,1.36,2.32,1.96,1.6,0.04,0.04,0.0,0.04,1.0,1.5,0.0,1.0,13.5,9.0,5.0,3.0,7.0,3.5,14.0,10.0,2.0,1.5,0.0,0.0
2021-05-23,Leeds,West Brom,H,1.64,1.8,1.28,0.88,0.72,0.88,0.8,0.32,13.6,15.32,12.64,8.36,5.8,5.84,5.52,2.6,6.12,6.8,5.08,2.6,12.32,11.08,11.92,10.64,1.6,1.36,1.4,1.52,0.04,0.04,0.08,0.08,,,,,,,,,,,,,,,,
2021-05-23,Fulham,Newcastle,A,0.56,1.68,1.56,0.96,0.28,0.6,0.92,0.28,11.8,16.36,11.96,9.0,3.28,5.72,4.92,3.32,4.68,6.84,4.92,4.4,11.56,11.76,10.24,10.48,1.88,1.28,1.04,1.76,0.08,0.04,0.04,0.08,0.5,2.0,0.0,1.0,14.0,12.5,2.5,4.5,7.0,6.0,8.5,7.0,1.0,0.0,0.0,0.0
2021-05-23,Liverpool,Crystal Palace,H,1.92,1.84,1.08,1.0,0.92,0.6,0.52,0.52,16.52,14.64,8.44,9.48,6.12,5.2,3.64,3.32,7.52,6.4,3.2,4.12,10.28,12.2,8.76,11.2,0.88,1.2,1.36,1.4,0.0,0.12,0.0,0.12,4.0,1.5,1.0,0.5,20.0,6.0,8.0,1.5,7.0,1.5,6.5,6.5,0.0,0.5,0.5,0.0
2021-08-13,Brentford,Arsenal,H,,1.04,,1.48,,0.72,,0.76,,11.68,,10.92,,4.44,,3.8,,4.8,,5.04,,10.96,,9.0,,1.96,,1.72,,0.08,,0.16,,,,,,,,,,,,,,,,
2021-08-14,Watford,Aston Villa,H,1.24,1.2,1.48,1.16,0.32,0.36,0.72,0.56,12.72,14.76,12.88,12.04,3.6,4.8,4.92,4.16,4.36,5.48,4.64,5.08,13.08,15.52,10.28,11.32,2.28,1.88,1.64,1.76,0.16,0.08,0.04,0.0,3.0,1.0,1.0,0.5,19.0,9.0,6.0,2.0,7.0,3.5,15.0,9.5,2.5,2.0,0.5,0.5
2021-08-14,Leicester,Wolves,H,1.72,1.32,1.32,0.88,0.72,0.52,0.56,0.36,12.96,12.28,9.48,10.0,4.8,4.0,3.64,3.36,5.8,5.24,4.56,4.6,12.04,10.92,11.32,10.4,1.28,1.36,1.96,1.16,0.04,0.0,0.0,0.0,0.5,0.0,0.5,0.0,12.5,7.5,2.0,2.0,9.0,3.0,7.5,10.5,1.0,2.5,0.0,0.0
2021-08-14,Everton,Southampton,H,1.2,2.0,1.4,1.24,0.8,1.04,0.64,0.64,11.32,12.04,13.32,11.2,3.84,4.88,4.2,4.28,5.0,5.32,5.88,4.8,10.88,11.56,10.88,11.2,1.48,1.52,1.8,1.56,0.04,0.08,0.04,0.08,1.0,0.5,1.0,0.5,9.0,13.0,2.5,2.5,3.5,7.5,13.0,11.5,1.5,2.5,0.0,0.0
2021-08-14,Norwich,Liverpool,A,1.08,1.32,1.88,1.84,0.64,0.68,0.68,0.68,11.72,9.2,15.12,15.04,3.8,3.64,5.36,5.36,4.96,3.68,6.2,6.44,9.72,10.08,11.32,9.96,1.6,1.52,1.68,1.12,0.12,0.08,0.08,0.0,2.0,3.0,1.0,0.5,5.5,15.0,3.0,6.5,2.5,5.0,7.5,12.5,0.5,1.5,0.0,0.0
2021-08-14,Burnley,Brighton,A,0.88,1.08,1.28,0.92,0.44,0.52,0.56,0.56,10.96,11.56,13.0,9.96,3.72,3.6,4.32,3.04,4.6,5.72,5.4,4.6,10.12,9.88,10.76,10.36,1.48,1.4,0.76,0.88,0.0,0.0,0.04,0.24,1.0,1.5,0.5,1.0,16.5,12.0,4.5,3.0,7.0,7.0,9.5,10.5,2.5,0.0,0.0,0.0
2021-08-14,Man United,Leeds,H,2.16,2.0,1.32,1.52,1.0,1.04,0.6,0.68,14.44,16.92,9.0,12.08,5.84,6.76,3.36,4.56,5.68,6.24,4.4,5.76,11.32,11.4,9.96,11.32,1.72,1.12,1.32,1.44,0.04,0.04,0.08,0.08,3.5,1.5,2.0,0.5,25.0,12.0,10.5,3.0,11.5,10.0,9.0,11.5,1.0,1.0,0.0,0.0
2021-08-14,Chelsea,Crystal Palace,H,1.8,1.8,0.8,0.96,0.88,0.6,0.36,0.52,15.44,14.84,8.04,9.28,6.32,5.08,2.52,3.4,5.84,6.8,3.92,3.92,11.4,12.16,9.64,11.04,1.12,1.28,1.4,1.44,0.08,0.12,0.08,0.12,3.0,0.0,0.0,0.0,20.0,3.5,5.5,0.5,7.5,2.5,13.0,15.0,2.5,1.0,0.0,0.0
2021-08-15,Newcastle,West Ham,A,1.36,1.36,1.68,1.56,0.6,0.64,0.68,0.76,12.56,11.68,12.76,13.08,4.24,3.88,4.36,4.52,4.52,5.04,5.08,4.52,10.4,9.84,11.6,9.24,1.72,1.2,1.72,1.28,0.08,0.0,0.16,0.08,2.5,2.0,1.5,0.5,13.5,16.5,6.0,6.5,4.5,6.0,9.0,9.0,1.0,0.0,0.0,0.5
2021-08-15,Tottenham,Man City,H,1.84,0.8,1.0,2.04,1.08,0.36,0.36,1.0,12.24,7.8,12.92,15.6,5.16,2.8,3.6,5.36,4.84,2.88,5.28,6.36,13.0,11.04,12.72,8.88,1.56,1.52,1.92,1.24,0.04,0.04,0.0,0.12,2.0,0.0,0.5,0.0,3.5,20.0,2.5,5.0,1.0,8.0,10.5,16.5,2.0,2.5,0.0,0.5
2021-08-21,Liverpool,Burnley,H,1.84,1.36,1.08,0.96,0.96,0.76,0.52,0.56,16.64,17.12,7.96,9.64,5.96,5.28,3.64,3.44,7.84,7.76,2.8,4.24,10.32,10.24,8.48,10.16,0.96,1.12,1.36,1.28,0.0,0.12,0.0,0.0,0.5,1.0,0.5,0.0,25.0,6.0,7.5,3.0,12.0,3.0,9.0,6.0,1.5,1.5,0.0,0.0
2021-08-21,Aston Villa,Newcastle,H,1.32,1.52,1.32,1.04,0.6,0.6,0.52,0.32,13.24,16.32,12.52,9.0,4.76,5.44,4.52,3.4,6.08,6.84,4.96,4.32,12.36,11.64,14.84,10.36,1.56,1.24,1.76,1.76,0.12,0.04,0.2,0.08,2.0,0.0,2.0,0.0,15.5,9.0,6.5,3.0,8.0,5.0,9.5,13.5,0.5,2.0,0.0,0.0
2021-08-21,Crystal Palace,Brentford,D,1.0,,1.56,,0.56,,0.84,,9.84,,12.96,,3.48,,4.28,,4.56,,5.2,,11.08,,11.72,,1.56,,1.4,,0.0,,0.08,,,,,,,,,,,,,,,,,
2021-08-21,Leeds,Everton,D,1.6,1.24,1.28,1.08,0.72,0.68,0.76,0.56,13.48,12.96,12.76,9.44,5.84,4.24,5.52,3.6,6.28,5.96,5.08,3.48,12.2,10.72,11.84,10.92,1.64,1.48,1.36,1.88,0.04,0.0,0.08,0.04,1.0,1.5,0.0,1.5,15.0,9.0,7.0,5.0,8.5,3.0,12.0,12.0,2.0,2.0,0.0,0.0
2021-08-21,Man City,Norwich,H,2.68,1.8,0.72,0.32,1.4,0.96,0.28,0.08,17.72,15.0,7.24,10.0,6.72,5.0,2.56,2.88,6.88,6.72,2.64,3.84,9.44,11.16,8.8,10.04,1.12,1.12,1.36,1.92,0.0,0.0,0.08,0.0,3.5,0.5,1.0,0.0,26.0,5.0,7.5,3.5,10.5,2.0,5.5,8.5,1.5,1.5,0.0,0.5
2021-08-21,Brighton,Watford,H,1.0,2.08,1.4,0.92,0.36,0.92,0.56,0.44,14.48,14.24,9.8,9.8,4.0,5.36,3.36,3.44,6.52,5.52,4.04,4.24,11.44,8.8,9.2,11.24,1.64,1.44,1.4,1.88,0.0,0.0,0.08,0.04,0.5,0.5,0.0,0.5,15.5,5.0,3.0,1.0,5.0,1.0,12.0,11.0,1.5,1.0,0.0,0.0
2021-08-22,Arsenal,Chelsea,A,1.52,1.36,1.08,1.56,0.8,0.76,0.44,0.6,11.92,9.08,11.72,14.92,4.2,3.36,3.44,5.16,6.0,4.28,4.64,6.12,10.24,10.16,11.24,10.8,1.12,1.56,1.96,1.24,0.12,0.08,0.04,0.04,2.0,1.5,1.5,0.0,11.0,16.0,4.5,3.5,4.5,6.0,13.0,14.5,3.5,2.5,0.0,0.0
2021-08-22,Southampton,Man United,D,1.4,0.72,1.2,1.88,0.76,0.6,0.48,0.72,12.64,12.36,10.28,12.88,4.92,3.64,4.04,5.44,5.24,4.72,5.48,4.72,11.16,11.8,12.08,12.4,1.04,1.84,1.56,1.72,0.12,0.08,0.04,0.0,1.5,2.0,1.0,0.5,10.0,18.0,3.5,7.0,3.5,6.0,14.5,9.5,1.0,1.0,0.5,0.0
2021-08-22,Wolves,Tottenham,A,1.2,1.32,1.08,1.6,0.48,0.6,0.68,0.8,13.8,13.52,9.24,10.44,4.44,4.92,3.48,3.48,5.8,5.4,3.68,4.64,11.36,13.0,10.04,11.12,1.64,2.24,2.04,1.68,0.0,0.04,0.2,0.04,1.0,1.5,0.0,1.0,14.5,7.5,5.5,4.0,10.0,2.0,17.0,11.5,4.0,2.5,0.0,0.0
2021-08-23,West Ham,Leicester,H,1.68,1.28,1.2,1.52,0.92,0.64,0.36,0.48,11.68,9.48,13.04,13.56,4.16,3.56,4.12,4.64,4.68,4.92,5.2,5.64,10.28,11.92,9.36,10.8,1.24,1.16,1.36,1.68,0.04,0.08,0.04,0.04,2.0,2.0,1.5,0.5,9.0,14.0,4.0,6.5,3.0,7.0,11.5,8.5,3.5,2.0,0.0,0.0
