Date,HomeTeam,AwayTeam,FTR,HomeAvgGoal_25,AwayAvgGoal_25
2018-05-05,West Brom,Tottenham,H,1.0,2.12
2018-05-05,Watford,Newcastle,H,1.32,0.92
2018-05-05,Bournemouth,Swansea,H,1.56,0.64
2018-05-05,Leicester,West Ham,A,1.48,1.2
2018-05-05,Stoke,Crystal Palace,A,1.12,0.84
2018-05-06,Arsenal,Burnley,H,2.56,1.08
2018-05-06,Chelsea,Liverpool,H,2.12,1.96
2018-05-06,Man City,Huddersfield,D,2.96,
2018-05-08,Swansea,Southampton,A,1.16,1.2
2018-05-09,Man City,Brighton,H,2.88,
2018-05-09,Chelsea,Huddersfield,D,2.04,
2018-05-09,Leicester,Arsenal,H,1.48,1.16
2018-05-09,Tottenham,Newcastle,H,2.24,0.96
2018-05-10,West Ham,Man United,D,1.12,1.56
2018-05-13,Swansea,Stoke,A,1.08,0.64
2018-05-13,Southampton,Man City,A,0.92,2.44
2018-05-13,West Ham,Everton,H,1.12,0.8
2018-05-13,Tottenham,Leicester,H,2.24,1.44
2018-05-13,Newcastle,Chelsea,H,1.24,1.76
2018-05-13,Man United,Watford,H,1.84,0.8
2018-05-13,Liverpool,Brighton,H,2.2,
2018-05-13,Huddersfield,Arsenal,A,,1.16
2018-05-13,Crystal Palace,West Brom,H,1.52,0.64
2018-05-13,Burnley,Bournemouth,A,0.84,0.92
2018-08-10,Man United,Leicester,H,1.8,1.6
2018-08-11,Wolves,Everton,D,1.28,0.84
2018-08-11,Watford,Brighton,H,1.36,
2018-08-11,Newcastle,Tottenham,A,1.32,2.12
2018-08-11,Fulham,Crystal Palace,A,1.24,0.92
2018-08-11,Bournemouth,Cardiff,H,1.6,
2018-08-11,Huddersfield,Chelsea,A,,1.72
2018-08-12,Arsenal,Man City,A,2.68,2.4
2018-08-12,Liverpool,West Ham,H,2.24,1.24
2018-08-12,Southampton,Burnley,D,0.92,1.0
2018-08-18,Tottenham,Fulham,H,2.28,0.92
2018-08-18,West Ham,Bournemouth,A,1.16,0.96
2018-08-18,Leicester,Wolves,H,1.48,1.12
2018-08-18,Chelsea,Arsenal,H,1.96,1.16
2018-08-18,Cardiff,Newcastle,D,,0.92
2018-08-18,Everton,Southampton,H,1.72,1.08
2018-08-19,Brighton,Man United,H,,1.44
2018-08-19,Burnley,Watford,A,0.84,0.8
2018-08-19,Man City,Huddersfield,H,3.0,
2018-08-20,Crystal Palace,Liverpool,A,1.56,1.96
2018-08-25,Wolves,Man City,D,1.2,2.4
2018-08-25,Arsenal,West Ham,H,2.6,1.16
2018-08-25,Bournemouth,Everton,D,1.56,0.84
2018-08-25,Huddersfield,Cardiff,D,,
2018-08-25,Liverpool,Brighton,H,2.32,
2018-08-25,Southampton,Leicester,A,0.8,1.52
2018-08-26,Newcastle,Chelsea,A,1.32,1.76
2018-08-26,Watford,Crystal Palace,H,1.32,0.92
2018-08-26,Fulham,Burnley,H,1.2,0.96
2018-08-27,Man United,Tottenham,A,1.84,2.12
2018-09-01,Brighton,Fulham,D,,0.88
2018-09-01,Chelsea,Bournemouth,H,2.04,1.0
2018-09-01,Crystal Palace,Southampton,A,1.52,0.96
2018-09-01,Everton,Huddersfield,D,1.68,
2018-09-01,Leicester,Liverpool,A,1.44,2.0
2018-09-01,Man City,Newcastle,H,3.2,0.92
2018-09-01,West Ham,Wolves,A,1.16,1.08
2018-09-02,Burnley,Man United,A,0.84,1.4
2018-09-02,Cardiff,Arsenal,A,,1.2
2018-09-02,Watford,Tottenham,H,1.36,2.12
2018-09-15,Newcastle,Arsenal,A,1.32,1.32
2018-09-15,Watford,Man United,A,1.36,1.4
2018-09-15,Tottenham,Liverpool,A,2.28,2.04
2018-09-15,Huddersfield,Crystal Palace,A,,0.88
2018-09-15,Chelsea,Cardiff,H,2.04,
2018-09-15,Bournemouth,Leicester,H,1.56,1.52
2018-09-15,Man City,Fulham,H,3.16,0.92
2018-09-16,Everton,West Ham,A,1.56,1.16
2018-09-16,Wolves,Burnley,H,1.12,1.04
2018-09-17,Southampton,Brighton,D,0.84,
2018-09-22,Liverpool,Southampton,H,2.24,1.0
2018-09-22,Brighton,Tottenham,A,,2.12
2018-09-22,Burnley,Bournemouth,H,0.84,1.0
2018-09-22,Cardiff,Man City,A,,2.36
2018-09-22,Crystal Palace,Newcastle,D,1.4,0.96
2018-09-22,Fulham,Watford,D,1.24,0.92
2018-09-22,Leicester,Huddersfield,H,1.4,
2018-09-22,Man United,Wolves,D,1.84,1.08
2018-09-23,West Ham,Chelsea,D,1.08,1.76
2018-09-23,Arsenal,Everton,H,2.6,0.88
2018-09-29,West Ham,Man United,H,1.04,1.48
2018-09-29,Newcastle,Leicester,A,1.24,1.52
2018-09-29,Wolves,Southampton,H,1.16,0.96
2018-09-29,Man City,Brighton,H,3.28,
2018-09-29,Huddersfield,Tottenham,A,,2.2
2018-09-29,Everton,Fulham,H,1.44,0.92
2018-09-29,Chelsea,Liverpool,D,2.04,2.04
2018-09-29,Arsenal,Watford,H,2.64,0.96
2018-09-30,Cardiff,Burnley,A,,1.04
2018-10-01,Bournemouth,Crystal Palace,H,1.68,0.88
2018-10-05,Brighton,West Ham,H,,1.28
2018-10-06,Watford,Bournemouth,A,1.36,0.92
2018-10-06,Tottenham,Cardiff,H,2.24,
2018-10-06,Man United,Newcastle,H,1.84,0.88
2018-10-06,Crystal Palace,Wolves,A,1.32,1.08
2018-10-06,Burnley,Huddersfield,D,0.96,
2018-10-06,Leicester,Everton,A,1.44,0.84
2018-10-07,Fulham,Arsenal,A,1.28,1.32
2018-10-07,Liverpool,Man City,D,2.28,2.52
2018-10-07,Southampton,Chelsea,A,0.92,1.64
2018-10-20,Newcastle,Brighton,A,1.2,
2018-10-20,Wolves,Watford,A,1.2,0.96
2018-10-20,West Ham,Tottenham,A,1.16,2.04
2018-10-20,Man City,Burnley,H,3.16,1.08
2018-10-20,Cardiff,Fulham,H,,0.88
2018-10-20,Chelsea,Man United,D,1.96,1.52
2018-10-20,Bournemouth,Southampton,D,1.6,0.88
2018-10-20,Huddersfield,Liverpool,A,,2.04
2018-10-21,Everton,Crystal Palace,H,1.44,0.84
2018-10-22,Arsenal,Leicester,H,2.64,1.6
2018-10-27,Brighton,Wolves,H,,1.12
2018-10-27,Fulham,Bournemouth,A,1.32,1.08
2018-10-27,Leicester,West Ham,D,1.36,1.2
2018-10-27,Liverpool,Cardiff,H,2.24,
2018-10-27,Southampton,Newcastle,D,0.92,0.92
2018-10-27,Watford,Huddersfield,H,1.36,
2018-10-28,Crystal Palace,Arsenal,D,1.32,1.52
2018-10-28,Burnley,Chelsea,A,1.0,1.76
2018-10-28,Man United,Everton,H,1.88,0.92
2018-10-29,Tottenham,Man City,A,2.12,2.4
2018-11-03,Arsenal,Liverpool,D,2.68,2.04
2018-11-03,Bournemouth,Man United,A,1.52,1.56
2018-11-03,Cardiff,Leicester,A,,1.6
2018-11-03,Everton,Brighton,H,1.52,
2018-11-03,Newcastle,Watford,H,1.16,1.04
2018-11-03,West Ham,Burnley,H,1.12,1.0
2018-11-03,Wolves,Tottenham,A,1.08,1.8
2018-11-04,Man City,Southampton,H,3.28,0.88
2018-11-04,Chelsea,Crystal Palace,H,1.88,0.84
2018-11-05,Huddersfield,Fulham,H,,0.96
2018-11-10,Cardiff,Brighton,H,1.08,0.56
2018-11-10,Crystal Palace,Tottenham,A,1.4,1.84
2018-11-10,Huddersfield,West Ham,D,0.68,1.24
2018-11-10,Leicester,Burnley,D,1.36,1.04
2018-11-10,Newcastle,Bournemouth,H,1.0,1.16
2018-11-10,Southampton,Watford,D,0.92,1.04
2018-11-11,Man City,Man United,H,3.4,1.64
2018-11-11,Liverpool,Fulham,H,2.4,0.84
2018-11-11,Arsenal,Wolves,D,2.6,1.08
2018-11-11,Chelsea,Everton,D,1.8,0.96
2018-11-24,Brighton,Leicester,D,,1.6
2018-11-24,Everton,Cardiff,H,1.6,
2018-11-24,Fulham,Southampton,H,1.24,0.84
2018-11-24,Man United,Crystal Palace,D,1.92,0.88
2018-11-24,Tottenham,Chelsea,H,1.96,1.8
2018-11-24,Watford,Liverpool,A,1.48,1.92
2018-11-24,West Ham,Man City,A,1.28,2.36
2018-11-25,Bournemouth,Arsenal,A,1.48,1.52
2018-11-25,Wolves,Huddersfield,A,1.08,
2018-11-26,Burnley,Newcastle,A,0.92,0.84
2018-11-30,Cardiff,Wolves,H,1.04,1.0
2018-12-01,Newcastle,West Ham,A,1.08,1.2
2018-12-01,Southampton,Man United,D,0.96,1.52
2018-12-01,Man City,Bournemouth,H,3.48,1.16
2018-12-01,Huddersfield,Brighton,A,0.68,0.6
2018-12-01,Leicester,Watford,H,1.32,0.96
2018-12-01,Crystal Palace,Burnley,H,1.24,0.92
2018-12-02,Arsenal,Tottenham,H,2.48,1.76
2018-12-02,Chelsea,Fulham,H,1.72,0.8
2018-12-02,Liverpool,Everton,H,2.36,0.92
2018-12-04,Bournemouth,Huddersfield,H,1.52,0.72
2018-12-04,Brighton,Crystal Palace,H,1.32,0.88
2018-12-04,Watford,Man City,A,1.36,2.32
2018-12-04,West Ham,Cardiff,H,1.2,0.56
2018-12-05,Wolves,Chelsea,H,1.0,1.8
2018-12-05,Tottenham,Southampton,H,2.0,0.92
2018-12-05,Man United,Arsenal,D,1.84,1.44
2018-12-05,Burnley,Liverpool,A,0.92,1.92
2018-12-05,Everton,Newcastle,D,1.6,0.92
2018-12-05,Fulham,Leicester,D,1.32,1.52
2018-12-08,Leicester,Tottenham,A,1.32,1.72
2018-12-08,West Ham,Crystal Palace,H,1.24,0.92
2018-12-08,Man United,Fulham,H,1.76,0.8
2018-12-08,Chelsea,Man City,H,1.72,2.32
2018-12-08,Bournemouth,Liverpool,A,1.56,2.04
2018-12-08,Burnley,Brighton,H,0.96,0.68
2018-12-08,Arsenal,Huddersfield,H,2.52,0.64
2018-12-08,Cardiff,Southampton,H,1.12,0.92
2018-12-09,Newcastle,Wolves,A,0.96,0.96
2018-12-10,Everton,Watford,D,1.64,0.88
2018-12-15,Wolves,Bournemouth,H,1.08,1.2
2018-12-15,Crystal Palace,Leicester,H,1.32,1.56
2018-12-15,Fulham,West Ham,A,1.32,1.32
2018-12-15,Huddersfield,Newcastle,A,0.72,0.96
2018-12-15,Man City,Everton,H,3.4,0.88
2018-12-15,Tottenham,Burnley,H,2.04,0.88
2018-12-15,Watford,Cardiff,H,1.4,0.6
2018-12-16,Southampton,Arsenal,H,1.04,1.52
2018-12-16,Brighton,Chelsea,A,1.44,1.76
2018-12-16,Liverpool,Man United,H,2.36,1.52
2018-12-21,Wolves,Liverpool,A,1.16,2.08
2018-12-22,Arsenal,Burnley,H,2.48,0.84
2018-12-22,Bournemouth,Brighton,H,1.48,0.64
2018-12-22,Cardiff,Man United,A,1.16,1.52
2018-12-22,Chelsea,Leicester,A,1.8,1.52
2018-12-22,Huddersfield,Southampton,A,0.68,0.88
2018-12-22,Man City,Crystal Palace,A,3.32,1.0
2018-12-22,Newcastle,Fulham,D,0.92,0.84
2018-12-22,West Ham,Watford,A,1.32,0.88
2018-12-23,Everton,Tottenham,A,1.64,1.64
2018-12-26,Crystal Palace,Cardiff,D,1.36,0.64
2018-12-26,Watford,Chelsea,A,1.52,1.76
2018-12-26,Tottenham,Bournemouth,H,2.04,1.2
2018-12-26,Man United,Huddersfield,H,1.84,0.64
2018-12-26,Liverpool,Newcastle,H,2.32,0.96
2018-12-26,Brighton,Arsenal,D,1.36,1.6
2018-12-26,Fulham,Wolves,D,1.28,1.04
2018-12-26,Burnley,Everton,A,0.96,0.92
2018-12-26,Leicester,Man City,H,1.28,2.24
2018-12-27,Southampton,West Ham,A,1.04,1.32
2018-12-29,Tottenham,Wolves,A,2.2,1.04
2018-12-29,Liverpool,Arsenal,H,2.44,1.64
2018-12-29,Watford,Newcastle,D,1.48,0.96
2018-12-29,Fulham,Huddersfield,H,1.28,0.68
2018-12-29,Brighton,Everton,H,1.36,1.12
2018-12-29,Leicester,Cardiff,A,1.28,0.56
2018-12-30,Man United,Bournemouth,H,1.8,1.16
2018-12-30,Southampton,Man City,A,1.08,2.04
2018-12-30,Burnley,West Ham,H,1.0,1.4
2018-12-30,Crystal Palace,Chelsea,A,1.36,1.68
2019-01-01,Everton,Leicester,A,1.72,1.56
2019-01-01,Cardiff,Tottenham,A,1.16,1.88
2019-01-01,Arsenal,Fulham,H,2.52,0.68
2019-01-02,Bournemouth,Watford,D,1.56,0.88
2019-01-02,Chelsea,Southampton,D,1.8,0.96
2019-01-02,Huddersfield,Burnley,A,0.72,0.84
2019-01-02,Newcastle,Man United,A,0.88,1.72
2019-01-02,West Ham,Brighton,D,1.32,0.64
2019-01-02,Wolves,Crystal Palace,A,1.12,1.12
2019-01-03,Man City,Liverpool,H,3.12,2.12
2019-01-12,West Ham,Arsenal,H,1.36,1.64
2019-01-12,Leicester,Southampton,A,1.24,0.96
2019-01-12,Crystal Palace,Watford,A,1.28,0.92
2019-01-12,Brighton,Liverpool,A,1.36,2.12
2019-01-12,Cardiff,Huddersfield,D,1.12,0.68
2019-01-12,Burnley,Fulham,H,1.04,0.72
2019-01-12,Chelsea,Newcastle,H,1.64,0.92
2019-01-13,Everton,Bournemouth,H,1.64,1.2
2019-01-13,Tottenham,Man United,A,2.24,1.76
2019-01-14,Man City,Wolves,H,3.08,1.16
2019-01-19,Arsenal,Chelsea,H,2.6,1.68
2019-01-19,Bournemouth,West Ham,H,1.68,1.4
2019-01-19,Liverpool,Crystal Palace,H,2.64,1.2
2019-01-19,Man United,Brighton,H,1.8,0.6
2019-01-19,Newcastle,Cardiff,H,0.84,0.56
2019-01-19,Southampton,Everton,H,1.12,1.08
2019-01-19,Watford,Burnley,D,1.52,0.92
2019-01-19,Wolves,Leicester,H,1.04,1.52
2019-01-20,Huddersfield,Man City,A,0.68,2.12
2019-01-20,Fulham,Tottenham,A,1.28,2.0
2019-01-29,Arsenal,Cardiff,H,2.6,0.56
2019-01-29,Fulham,Brighton,H,1.28,0.6
2019-01-29,Huddersfield,Everton,A,0.64,1.12
2019-01-29,Man United,Burnley,D,1.84,0.88
2019-01-29,Newcastle,Man City,H,0.96,2.12
2019-01-29,Wolves,West Ham,H,1.08,1.36
2019-01-30,Tottenham,Watford,H,2.2,0.92
2019-01-30,Southampton,Crystal Palace,D,1.12,1.32
2019-01-30,Bournemouth,Chelsea,H,1.6,1.64
2019-01-30,Liverpool,Leicester,D,2.68,1.56
2019-02-02,Brighton,Watford,D,1.32,0.88
2019-02-02,Burnley,Southampton,D,1.08,1.0
2019-02-02,Cardiff,Bournemouth,H,1.04,1.12
2019-02-02,Chelsea,Huddersfield,H,1.68,0.68
2019-02-02,Crystal Palace,Fulham,H,1.24,0.76
2019-02-02,Everton,Wolves,A,1.6,1.12
2019-02-02,Tottenham,Newcastle,H,2.12,0.96
2019-02-03,Leicester,Man United,A,1.2,1.8
2019-02-03,Man City,Arsenal,H,3.08,1.44
2019-02-04,West Ham,Liverpool,D,1.36,2.0
2019-02-06,Everton,Man City,A,1.48,2.08
2019-02-09,Huddersfield,Arsenal,A,0.6,1.44
2019-02-09,Watford,Everton,H,1.44,1.08
2019-02-09,Southampton,Cardiff,A,1.12,0.6
2019-02-09,Liverpool,Bournemouth,H,2.6,1.08
2019-02-09,Fulham,Man United,A,1.4,1.68
2019-02-09,Crystal Palace,West Ham,D,1.24,1.28
2019-02-09,Brighton,Burnley,A,1.24,0.88
2019-02-10,Man City,Chelsea,H,3.12,1.48
2019-02-10,Tottenham,Leicester,H,2.12,1.56
2019-02-11,Wolves,Newcastle,D,1.12,0.92
2019-02-22,Cardiff,Watford,A,1.12,0.76
2019-02-22,West Ham,Fulham,H,1.36,0.76
2019-02-23,Bournemouth,Wolves,D,1.72,1.2
2019-02-23,Burnley,Tottenham,H,1.04,2.04
2019-02-23,Leicester,Crystal Palace,A,1.2,1.36
2019-02-23,Newcastle,Huddersfield,H,1.04,0.68
2019-02-24,Arsenal,Southampton,H,2.48,1.0
2019-02-24,Man United,Liverpool,D,1.76,1.92
2019-02-26,Newcastle,Burnley,H,1.04,1.0
2019-02-26,Leicester,Brighton,H,1.16,0.68
2019-02-26,Cardiff,Everton,A,1.12,1.04
2019-02-26,Huddersfield,Wolves,H,0.56,1.24
2019-02-27,Arsenal,Bournemouth,H,2.52,1.08
2019-02-27,Chelsea,Tottenham,H,1.84,2.04
2019-02-27,Crystal Palace,Man United,A,1.2,1.68
2019-02-27,Liverpool,Watford,H,2.68,0.96
2019-02-27,Man City,West Ham,H,3.28,1.32
2019-02-27,Southampton,Fulham,H,1.16,0.76
2019-03-02,Burnley,Crystal Palace,A,1.12,1.52
2019-03-02,Bournemouth,Man City,A,1.72,2.08
2019-03-02,Brighton,Huddersfield,H,1.28,0.68
2019-03-02,Man United,Southampton,H,1.72,1.0
2019-03-02,Tottenham,Arsenal,D,2.2,1.48
2019-03-02,West Ham,Newcastle,H,1.48,0.88
2019-03-02,Wolves,Cardiff,H,1.12,0.68
2019-03-03,Watford,Leicester,H,1.4,1.48
2019-03-03,Everton,Liverpool,D,1.4,1.72
2019-03-03,Fulham,Chelsea,A,1.36,1.44
2019-03-09,Southampton,Tottenham,H,1.08,2.0
2019-03-09,Newcastle,Everton,H,1.12,1.12
2019-03-09,Man City,Watford,H,3.16,0.92
2019-03-09,Cardiff,West Ham,H,1.12,1.32
2019-03-09,Huddersfield,Bournemouth,A,0.56,1.04
2019-03-09,Crystal Palace,Brighton,A,1.16,0.72
2019-03-09,Leicester,Fulham,H,1.2,0.68
2019-03-10,Arsenal,Man United,H,2.68,1.72
2019-03-10,Chelsea,Wolves,D,1.8,1.2
2019-03-10,Liverpool,Burnley,H,2.84,1.0
2019-03-16,Burnley,Leicester,A,1.12,1.36
2019-03-16,Bournemouth,Newcastle,D,1.72,0.84
2019-03-16,West Ham,Huddersfield,H,1.48,0.68
2019-03-17,Fulham,Liverpool,A,1.32,1.56
2019-03-17,Everton,Chelsea,H,1.28,1.52
2019-03-30,West Ham,Everton,A,1.56,1.16
2019-03-30,Man United,Watford,H,1.8,0.96
2019-03-30,Leicester,Bournemouth,H,1.32,1.12
2019-03-30,Brighton,Southampton,A,1.28,1.0
2019-03-30,Crystal Palace,Huddersfield,H,1.12,0.64
2019-03-30,Burnley,Wolves,H,1.12,1.2
2019-03-30,Fulham,Man City,A,1.28,2.04
2019-03-31,Cardiff,Chelsea,A,1.12,1.4
2019-03-31,Liverpool,Tottenham,H,3.0,1.92
2019-04-01,Arsenal,Newcastle,H,2.64,0.92
2019-04-02,Watford,Fulham,H,1.44,0.72
2019-04-02,Wolves,Man United,H,1.12,1.64
2019-04-03,Chelsea,Brighton,H,1.8,0.8
2019-04-03,Man City,Cardiff,H,3.12,0.68
2019-04-03,Tottenham,Crystal Palace,H,2.04,1.52
2019-04-05,Southampton,Liverpool,A,1.12,1.52
2019-04-06,Newcastle,Crystal Palace,A,1.24,1.48
2019-04-06,Huddersfield,Leicester,A,0.52,1.4
2019-04-06,Bournemouth,Burnley,A,1.68,1.0
2019-04-07,Everton,Arsenal,H,1.36,1.48
2019-04-08,Chelsea,West Ham,H,1.84,1.28
2019-04-12,Leicester,Newcastle,A,1.32,0.8
2019-04-13,Brighton,Bournemouth,A,1.28,1.12
2019-04-13,Burnley,Cardiff,H,1.2,0.64
2019-04-13,Fulham,Everton,H,1.2,1.24
2019-04-13,Man United,West Ham,H,1.84,1.16
2019-04-13,Southampton,Wolves,H,1.12,1.16
2019-04-13,Tottenham,Huddersfield,H,2.04,0.6
2019-04-14,Crystal Palace,Man City,A,1.12,1.96
2019-04-14,Liverpool,Chelsea,H,2.88,1.48
2019-04-15,Watford,Arsenal,A,1.56,1.48
2019-04-16,Brighton,Cardiff,A,1.24,0.64
2019-04-20,Wolves,Brighton,D,1.16,0.8
2019-04-20,West Ham,Leicester,D,1.52,1.52
2019-04-20,Newcastle,Southampton,H,1.24,1.04
2019-04-20,Man City,Tottenham,H,3.08,1.88
2019-04-20,Huddersfield,Watford,A,0.56,0.96
2019-04-20,Bournemouth,Fulham,A,1.64,0.76
2019-04-21,Arsenal,Crystal Palace,A,2.64,1.44
2019-04-21,Cardiff,Liverpool,A,1.16,1.56
2019-04-21,Everton,Man United,H,1.4,1.6
2019-04-22,Chelsea,Burnley,D,1.72,1.12
2019-04-23,Tottenham,Brighton,H,2.0,0.8
2019-04-23,Watford,Southampton,D,1.48,1.0
2019-04-24,Man United,Man City,A,1.84,2.04
2019-04-24,Wolves,Arsenal,H,1.08,1.4
2019-04-26,Liverpool,Huddersfield,H,2.88,0.6
2019-04-27,Tottenham,West Ham,A,2.0,1.08
2019-04-27,Southampton,Bournemouth,D,1.2,1.24
2019-04-27,Watford,Wolves,A,1.48,1.16
2019-04-27,Crystal Palace,Everton,D,1.16,1.2
2019-04-27,Brighton,Newcastle,D,1.16,0.8
2019-04-27,Fulham,Cardiff,H,1.24,0.64
2019-04-28,Burnley,Man City,A,1.24,2.12
2019-04-28,Leicester,Arsenal,H,1.2,1.4
2019-04-28,Man United,Chelsea,D,1.84,1.4
2019-05-03,Everton,Burnley,H,1.52,1.2
2019-05-04,Wolves,Fulham,H,1.2,0.8
2019-05-04,Newcastle,Liverpool,A,1.32,1.64
2019-05-04,West Ham,Southampton,H,1.56,0.92
2019-05-04,Bournemouth,Tottenham,H,1.56,1.84
2019-05-04,Cardiff,Crystal Palace,A,1.08,1.52
2019-05-05,Arsenal,Brighton,D,2.56,0.8
2019-05-05,Chelsea,Watford,H,1.8,1.04
2019-05-05,Huddersfield,Man United,D,0.56,1.56
2019-05-06,Man City,Leicester,H,3.0,1.6
2019-05-12,Man United,Cardiff,A,1.76,0.64
2019-05-12,Watford,West Ham,A,1.44,1.08
2019-05-12,Tottenham,Everton,D,1.84,1.2
2019-05-12,Southampton,Huddersfield,D,1.28,0.6
2019-05-12,Liverpool,Wolves,H,2.92,1.16
2019-05-12,Fulham,Newcastle,A,1.28,0.8
2019-05-12,Crystal Palace,Bournemouth,H,1.12,1.32
2019-05-12,Burnley,Arsenal,A,1.24,1.36
2019-05-12,Brighton,Man City,A,1.2,2.04
2019-05-12,Leicester,Chelsea,D,1.24,1.28
2019-08-09,Liverpool,Norwich,H,2.92,0.64
2019-08-10,Crystal Palace,Everton,D,1.28,1.24
2019-08-10,West Ham,Man City,A,1.6,2.16
2019-08-10,Bournemouth,Sheffield United,D,1.52,
2019-08-10,Burnley,Southampton,H,1.24,0.88
2019-08-10,Watford,Brighton,A,1.32,0.8
2019-08-10,Tottenham,Aston Villa,H,1.84,0.88
2019-08-11,Newcastle,Arsenal,A,1.36,1.44
2019-08-11,Man United,Chelsea,H,1.68,1.24
2019-08-11,Leicester,Wolves,D,1.2,1.08
2019-08-17,Man City,Tottenham,D,2.92,1.76
2019-08-17,Southampton,Liverpool,A,1.28,1.64
2019-08-17,Norwich,Newcastle,H,1.28,0.92
2019-08-17,Aston Villa,Bournemouth,A,0.92,1.32
2019-08-17,Brighton,West Ham,D,1.12,1.08
2019-08-17,Arsenal,Burnley,H,2.4,1.16
2019-08-17,Everton,Watford,H,1.52,1.04
2019-08-18,Sheffield United,Crystal Palace,H,,1.6
2019-08-18,Chelsea,Leicester,D,1.92,1.56
2019-08-19,Wolves,Man United,D,1.2,1.6
2019-08-23,Aston Villa,Everton,H,0.88,1.24
2019-08-24,Watford,West Ham,A,1.28,1.08
2019-08-24,Sheffield United,Leicester,A,,1.56
2019-08-24,Liverpool,Arsenal,H,2.92,1.48
2019-08-24,Brighton,Southampton,A,1.0,0.88
2019-08-24,Norwich,Chelsea,A,1.36,1.2
2019-08-24,Man United,Crystal Palace,A,1.76,1.56
2019-08-25,Wolves,Burnley,D,1.24,1.2
2019-08-25,Tottenham,Newcastle,A,1.92,0.88
2019-08-25,Bournemouth,Man City,A,1.48,2.24
2019-08-31,Southampton,Man United,D,1.28,1.64
2019-08-31,Chelsea,Sheffield United,D,1.84,
2019-08-31,Crystal Palace,Aston Villa,H,1.28,0.92
2019-08-31,Leicester,Bournemouth,H,1.16,1.36
2019-08-31,Man City,Brighton,H,2.8,0.88
2019-08-31,Newcastle,Watford,D,1.32,1.04
2019-08-31,West Ham,Norwich,H,1.6,0.64
2019-08-31,Burnley,Liverpool,A,1.32,1.64
2019-09-01,Everton,Wolves,H,1.44,1.08
2019-09-01,Arsenal,Tottenham,D,2.48,1.8
2019-09-14,Wolves,Chelsea,A,1.28,1.32
2019-09-14,Tottenham,Crystal Palace,H,1.84,1.6
2019-09-14,Sheffield United,Southampton,A,,0.96
2019-09-14,Norwich,Man City,H,1.4,2.28
2019-09-14,Brighton,Burnley,D,0.92,1.12
2019-09-14,Liverpool,Newcastle,H,2.96,0.92
2019-09-14,Man United,Leicester,H,1.72,1.48
2019-09-15,Bournemouth,Everton,H,1.48,1.2
2019-09-15,Watford,Arsenal,D,1.28,1.48
2019-09-16,Aston Villa,West Ham,D,0.96,1.16
2019-09-20,Southampton,Bournemouth,A,1.32,1.36
2019-09-21,Newcastle,Brighton,D,1.24,0.88
2019-09-21,Man City,Watford,H,2.92,1.08
2019-09-21,Everton,Sheffield United,A,1.48,
2019-09-21,Leicester,Tottenham,H,1.24,1.72
2019-09-21,Burnley,Norwich,H,1.24,0.56
2019-09-22,Crystal Palace,Wolves,D,1.24,1.12
2019-09-22,West Ham,Man United,H,1.56,1.56
2019-09-22,Arsenal,Aston Villa,H,2.44,0.76
2019-09-22,Chelsea,Liverpool,A,1.84,1.72
2019-09-28,Tottenham,Southampton,H,1.96,0.92
2019-09-28,Everton,Man City,A,1.44,2.24
2019-09-28,Wolves,Watford,H,1.28,1.08
2019-09-28,Crystal Palace,Norwich,H,1.24,0.56
2019-09-28,Chelsea,Brighton,H,1.84,0.8
2019-09-28,Bournemouth,West Ham,D,1.52,1.12
2019-09-28,Aston Villa,Burnley,D,0.84,1.08
2019-09-28,Sheffield United,Liverpool,A,,1.72
2019-09-29,Leicester,Newcastle,H,1.28,0.88
2019-09-30,Man United,Arsenal,D,1.68,1.52
2019-10-05,West Ham,Crystal Palace,A,1.6,1.52
2019-10-05,Norwich,Aston Villa,A,1.44,0.8
2019-10-05,Watford,Sheffield United,D,1.28,
2019-10-05,Burnley,Everton,H,1.24,1.16
2019-10-05,Brighton,Tottenham,H,0.96,1.64
2019-10-05,Liverpool,Leicester,H,2.88,1.4
2019-10-06,Arsenal,Bournemouth,H,2.44,1.4
2019-10-06,Man City,Wolves,A,3.16,1.12
2019-10-06,Southampton,Chelsea,A,1.36,1.4
2019-10-06,Newcastle,Man United,H,1.2,1.44
2019-10-19,Tottenham,Watford,D,1.96,1.08
2019-10-19,Crystal Palace,Man City,A,1.2,2.24
2019-10-19,Wolves,Southampton,D,1.36,0.96
2019-10-19,Leicester,Burnley,H,1.48,1.08
2019-10-19,Aston Villa,Brighton,H,0.8,0.8
2019-10-19,Bournemouth,Norwich,D,1.52,0.56
2019-10-19,Everton,West Ham,H,1.48,1.16
2019-10-19,Chelsea,Newcastle,H,1.88,0.88
2019-10-20,Man United,Liverpool,D,1.72,1.76
2019-10-21,Sheffield United,Arsenal,H,,1.52
2019-10-25,Southampton,Leicester,A,1.32,1.4
2019-10-26,Man City,Aston Villa,H,2.96,0.96
2019-10-26,Brighton,Everton,H,1.04,1.12
2019-10-26,Watford,Bournemouth,D,1.24,1.4
2019-10-26,West Ham,Sheffield United,D,1.6,
2019-10-26,Burnley,Chelsea,A,1.24,1.48
2019-10-27,Norwich,Man United,A,1.48,1.36
2019-10-27,Liverpool,Tottenham,H,2.84,1.56
2019-10-27,Arsenal,Crystal Palace,D,2.36,1.52
2019-10-27,Newcastle,Wolves,D,1.16,1.2
2019-11-02,Bournemouth,Man United,H,1.52,1.48
