Date,HomeTeam,AwayTeam,FTR,HomeAvgGoal_25,AwayAvgGoal_25
2005-05-15,Southampton,Man United,A,1.6,1.28
2005-05-15,Tottenham,Blackburn,D,1.96,0.84
2005-05-15,West Brom,Portsmouth,H,0.88,0.88
2005-08-13,Sunderland,Charlton,A,0.64,0.76
2005-08-13,Portsmouth,Tottenham,A,1.68,0.56
2005-08-13,West Ham,Blackburn,H,1.4,0.8
2005-08-13,Middlesbrough,Liverpool,D,1.72,1.16
2005-08-13,Fulham,Birmingham,D,1.48,0.88
2005-08-13,Everton,Man United,A,1.28,1.32
2005-08-13,Aston Villa,Bolton,D,1.24,1.24
2005-08-13,Man City,West Brom,D,1.52,0.88
2005-08-14,Arsenal,Newcastle,H,2.72,1.04
2005-08-14,Wigan,Chelsea,A,,1.8
2005-08-20,Birmingham,Man City,A,1.32,1.24
2005-08-20,Blackburn,Fulham,H,1.04,1.16
2005-08-20,Charlton,Wigan,H,1.48,
2005-08-20,Liverpool,Sunderland,H,1.56,0.52
2005-08-20,Man United,Aston Villa,H,1.56,1.2
2005-08-20,Newcastle,West Ham,D,1.48,1.0
2005-08-20,Tottenham,Middlesbrough,H,1.8,1.04
2005-08-20,West Brom,Portsmouth,H,0.92,0.76
2005-08-21,Chelsea,Arsenal,H,1.88,1.64
2005-08-21,Bolton,Everton,A,1.36,1.08
2005-08-23,Birmingham,Middlesbrough,A,1.28,1.04
2005-08-23,Portsmouth,Aston Villa,D,1.64,1.2
2005-08-23,Sunderland,Man City,A,0.68,1.2
2005-08-24,Arsenal,Fulham,H,2.72,1.16
2005-08-24,Blackburn,Tottenham,D,1.12,0.64
2005-08-24,Bolton,Newcastle,H,1.36,1.04
2005-08-24,Chelsea,West Brom,H,1.84,0.88
2005-08-27,Wigan,Sunderland,H,,0.48
2005-08-27,Aston Villa,Blackburn,H,1.32,0.76
2005-08-27,Fulham,Everton,H,1.44,1.08
2005-08-27,Man City,Portsmouth,H,1.36,0.8
2005-08-27,Tottenham,Chelsea,A,1.72,1.8
2005-08-27,West Brom,Birmingham,A,0.96,0.76
2005-08-27,West Ham,Bolton,A,1.48,1.32
2005-08-28,Newcastle,Man United,A,1.4,1.36
2005-08-28,Middlesbrough,Charlton,A,1.68,0.84
2005-09-10,Birmingham,Charlton,A,1.28,0.92
2005-09-10,Chelsea,Sunderland,H,1.8,0.48
2005-09-10,Everton,Portsmouth,A,1.2,0.84
2005-09-10,Man United,Man City,D,1.56,1.24
2005-09-10,Middlesbrough,Arsenal,H,1.48,1.56
2005-09-10,Newcastle,Fulham,D,1.28,1.2
2005-09-10,Tottenham,Liverpool,D,1.68,1.08
2005-09-10,West Brom,Wigan,A,1.04,
2005-09-11,Bolton,Blackburn,D,1.4,0.68
2005-09-12,West Ham,Aston Villa,H,1.4,1.08
2005-09-17,Aston Villa,Tottenham,D,1.32,0.64
2005-09-17,Charlton,Chelsea,A,1.48,1.8
2005-09-17,Fulham,West Ham,A,1.4,1.0
2005-09-17,Portsmouth,Birmingham,D,1.56,0.88
2005-09-17,Sunderland,West Brom,D,0.68,0.88
2005-09-18,Wigan,Middlesbrough,D,,1.12
2005-09-18,Man City,Bolton,A,1.44,1.36
2005-09-18,Blackburn,Newcastle,A,1.08,1.04
2005-09-18,Liverpool,Man United,D,1.56,1.4
2005-09-19,Arsenal,Everton,H,2.84,1.0
2005-09-24,Birmingham,Liverpool,D,1.12,1.08
2005-09-24,Bolton,Portsmouth,H,1.32,0.8
2005-09-24,Chelsea,Aston Villa,H,1.88,1.0
2005-09-24,Everton,Wigan,A,1.16,
2005-09-24,Man United,Blackburn,A,1.48,0.68
2005-09-24,Newcastle,Man City,H,1.16,1.24
2005-09-24,West Brom,Charlton,A,1.04,0.92
2005-09-24,West Ham,Arsenal,D,1.44,1.52
2005-09-25,Middlesbrough,Sunderland,A,1.48,0.48
2005-09-26,Tottenham,Fulham,H,1.68,1.16
2005-10-01,Sunderland,West Ham,D,0.68,1.04
2005-10-01,Portsmouth,Newcastle,D,1.56,1.16
2005-10-01,Charlton,Tottenham,A,1.44,0.64
2005-10-01,Blackburn,West Brom,H,1.04,0.92
2005-10-01,Fulham,Man United,A,1.44,1.32
2005-10-02,Arsenal,Birmingham,H,2.76,0.88
2005-10-02,Aston Villa,Middlesbrough,A,1.24,1.16
2005-10-02,Liverpool,Chelsea,A,1.4,1.84
2005-10-02,Man City,Everton,H,1.32,0.96
2005-10-02,Wigan,Bolton,H,,1.4
2005-10-15,Wigan,Newcastle,H,,1.16
2005-10-15,Chelsea,Bolton,H,1.96,1.36
2005-10-15,Liverpool,Blackburn,H,1.44,0.6
2005-10-15,Middlesbrough,Portsmouth,D,1.36,0.76
2005-10-15,Sunderland,Man United,A,0.64,1.44
2005-10-15,Tottenham,Everton,H,1.68,0.96
2005-10-15,West Brom,Arsenal,H,1.0,1.52
2005-10-16,Man City,West Ham,H,1.36,1.04
2005-10-16,Birmingham,Aston Villa,A,1.16,0.96
2005-10-17,Charlton,Fulham,D,1.48,1.16
2005-10-22,Arsenal,Man City,H,2.6,1.2
2005-10-22,Aston Villa,Wigan,A,1.32,
2005-10-22,Blackburn,Birmingham,H,1.08,0.84
2005-10-22,Fulham,Liverpool,H,1.4,1.16
2005-10-22,Man United,Tottenham,D,1.48,0.76
2005-10-22,Portsmouth,Charlton,A,1.52,1.0
2005-10-23,Bolton,West Brom,H,1.28,0.92
2005-10-23,Everton,Chelsea,D,1.12,1.92
2005-10-23,Newcastle,Sunderland,H,1.2,0.56
2005-10-23,West Ham,Middlesbrough,H,1.36,1.28
2005-10-29,Sunderland,Portsmouth,A,0.68,0.72
2005-10-29,Tottenham,Arsenal,D,1.68,1.48
2005-10-29,Middlesbrough,Man United,H,1.36,1.56
2005-10-29,Wigan,Fulham,H,,1.16
2005-10-29,Chelsea,Blackburn,H,2.0,0.56
2005-10-29,Charlton,Bolton,A,1.48,1.32
2005-10-29,Birmingham,Everton,A,1.08,0.92
2005-10-29,Liverpool,West Ham,H,1.48,1.04
2005-10-30,West Brom,Newcastle,A,1.08,1.04
2005-10-31,Man City,Aston Villa,H,1.4,0.92
2005-11-05,West Ham,West Brom,H,1.32,0.84
2005-11-05,Portsmouth,Wigan,A,1.52,
2005-11-05,Newcastle,Birmingham,H,1.24,0.84
2005-11-05,Fulham,Man City,H,1.4,1.16
2005-11-05,Blackburn,Charlton,H,1.12,1.08
2005-11-05,Aston Villa,Liverpool,A,1.28,1.08
2005-11-05,Arsenal,Sunderland,H,2.64,0.64
2005-11-06,Everton,Middlesbrough,H,1.04,1.32
2005-11-06,Man United,Chelsea,H,1.44,1.92
2005-11-07,Bolton,Tottenham,H,1.2,0.8
2005-11-19,Wigan,Arsenal,A,,1.48
2005-11-19,West Brom,Everton,H,1.0,0.92
2005-11-19,Sunderland,Aston Villa,A,0.68,0.92
2005-11-19,Chelsea,Newcastle,H,2.12,1.12
2005-11-19,Liverpool,Portsmouth,H,1.48,0.84
2005-11-19,Charlton,Man United,A,1.4,1.52
2005-11-19,Man City,Blackburn,D,1.32,0.64
2005-11-20,Middlesbrough,Fulham,H,1.44,1.08
2005-11-20,Tottenham,West Ham,D,1.68,1.04
2005-11-26,Arsenal,Blackburn,H,2.68,0.56
2005-11-26,Aston Villa,Charlton,H,1.28,1.0
2005-11-26,Man City,Liverpool,A,1.28,1.12
2005-11-26,Portsmouth,Chelsea,A,1.32,1.88
2005-11-26,Sunderland,Birmingham,A,0.72,0.8
2005-11-26,Wigan,Tottenham,A,,0.72
2005-11-27,Middlesbrough,West Brom,D,1.48,0.8
2005-11-27,Everton,Newcastle,H,1.08,1.04
2005-11-27,Fulham,Bolton,H,1.48,1.28
2005-11-27,West Ham,Man United,A,1.28,1.64
2005-11-30,Sunderland,Liverpool,A,0.68,1.04
2005-12-03,Blackburn,Everton,A,1.24,0.8
2005-12-03,Bolton,Arsenal,H,1.24,1.56
2005-12-03,Chelsea,Middlesbrough,H,2.2,1.28
2005-12-03,Liverpool,Wigan,H,1.56,
2005-12-03,Man United,Portsmouth,H,1.48,0.8
2005-12-03,Newcastle,Aston Villa,D,1.24,1.0
2005-12-03,Tottenham,Sunderland,H,1.68,0.6
2005-12-03,West Brom,Fulham,D,1.12,1.12
2005-12-04,Charlton,Man City,A,1.36,1.16
2005-12-05,Birmingham,West Ham,A,1.08,1.04
2005-12-10,Newcastle,Arsenal,H,1.28,1.4
2005-12-10,Liverpool,Middlesbrough,H,1.6,1.16
2005-12-10,Chelsea,Wigan,H,2.16,
2005-12-10,West Brom,Man City,H,1.08,1.32
2005-12-10,Bolton,Aston Villa,D,1.16,1.04
2005-12-10,Blackburn,West Ham,H,1.2,1.12
2005-12-10,Birmingham,Fulham,H,1.12,1.0
2005-12-10,Charlton,Sunderland,H,1.36,0.68
2005-12-11,Man United,Everton,D,1.56,0.88
2005-12-12,Tottenham,Portsmouth,H,1.76,0.8
2005-12-14,Everton,West Ham,A,1.08,1.12
2005-12-14,Man United,Wigan,H,1.52,
2005-12-17,Wigan,Charlton,H,,0.96
2005-12-17,West Ham,Newcastle,A,1.24,0.96
2005-12-17,Portsmouth,West Brom,H,1.28,0.84
2005-12-17,Fulham,Blackburn,H,1.48,0.56
2005-12-17,Everton,Bolton,A,1.08,1.32
2005-12-17,Aston Villa,Man United,A,1.24,1.68
2005-12-17,Man City,Birmingham,H,1.12,0.8
2005-12-18,Arsenal,Chelsea,A,2.6,1.92
2005-12-18,Middlesbrough,Tottenham,D,1.48,0.76
2005-12-26,Sunderland,Bolton,D,0.68,1.4
2005-12-26,Wigan,Man City,H,,1.32
2005-12-26,Tottenham,Birmingham,H,1.88,0.84
2005-12-26,Middlesbrough,Blackburn,A,1.52,0.6
2005-12-26,Portsmouth,West Ham,D,1.16,1.08
2005-12-26,Liverpool,Newcastle,H,1.56,1.04
2005-12-26,Man United,West Brom,H,1.68,0.8
2005-12-26,Chelsea,Fulham,H,2.2,0.96
2005-12-26,Charlton,Arsenal,A,1.32,1.24
2005-12-26,Aston Villa,Everton,H,1.08,0.88
2005-12-28,Arsenal,Portsmouth,H,2.48,0.76
2005-12-28,Birmingham,Man United,D,1.12,1.68
2005-12-28,Everton,Liverpool,A,1.0,1.08
2005-12-28,Fulham,Aston Villa,D,1.56,1.08
2005-12-28,Man City,Chelsea,A,1.28,1.92
2005-12-28,West Brom,Tottenham,H,1.12,0.84
2005-12-28,West Ham,Wigan,A,1.32,
2005-12-31,Wigan,Blackburn,A,,0.68
2005-12-31,Tottenham,Newcastle,H,1.96,0.96
2005-12-31,Sunderland,Everton,A,0.64,0.84
2005-12-31,Portsmouth,Fulham,H,1.08,1.04
2005-12-31,Middlesbrough,Man City,D,1.52,1.36
2005-12-31,Liverpool,West Brom,H,1.52,0.8
2005-12-31,Chelsea,Birmingham,H,2.28,0.8
2005-12-31,Charlton,West Ham,H,1.32,1.08
2005-12-31,Aston Villa,Arsenal,D,1.24,1.16
2005-12-31,Man United,Bolton,H,1.72,1.32
2006-01-02,Fulham,Sunderland,H,1.68,0.64
2006-01-02,Birmingham,Wigan,H,1.16,
2006-01-02,Blackburn,Portsmouth,H,1.28,0.72
2006-01-02,Bolton,Liverpool,D,1.16,1.2
2006-01-02,Everton,Charlton,H,1.0,0.96
2006-01-02,Newcastle,Middlesbrough,D,1.24,1.08
2006-01-02,West Brom,Aston Villa,A,1.12,1.12
2006-01-02,West Ham,Chelsea,A,1.32,1.96
2006-01-03,Arsenal,Man United,D,2.56,1.72
2006-01-04,Man City,Tottenham,A,1.28,0.84
2006-01-14,Man City,Man United,H,1.24,1.72
2006-01-14,Liverpool,Tottenham,H,1.48,0.88
2006-01-14,Portsmouth,Everton,A,1.12,0.76
2006-01-14,Fulham,Newcastle,H,1.72,0.92
2006-01-14,Arsenal,Middlesbrough,H,2.4,1.16
2006-01-14,Blackburn,Bolton,D,1.32,1.32
2006-01-14,Aston Villa,West Ham,A,1.2,1.04
2006-01-14,Charlton,Birmingham,H,1.36,0.76
2006-01-15,Sunderland,Chelsea,A,0.64,2.04
2006-01-15,Wigan,West Brom,A,,0.76
2006-01-21,Birmingham,Portsmouth,H,1.16,0.76
2006-01-21,Bolton,Man City,H,1.16,1.36
2006-01-21,Everton,Arsenal,H,1.12,1.12
2006-01-21,Middlesbrough,Wigan,A,1.48,
2006-01-21,Newcastle,Blackburn,A,1.2,0.8
2006-01-21,Tottenham,Aston Villa,D,2.0,1.16
2006-01-21,West Brom,Sunderland,A,1.16,0.68
2006-01-22,Man United,Liverpool,H,1.84,1.24
2006-01-22,Chelsea,Charlton,D,2.2,0.96
2006-01-23,West Ham,Fulham,H,1.36,1.04
2006-01-31,Charlton,West Brom,D,1.4,0.8
2006-01-31,Fulham,Tottenham,H,1.68,0.88
2006-01-31,Sunderland,Middlesbrough,A,0.6,1.12
2006-01-31,Wigan,Everton,D,,0.8
2006-02-01,Arsenal,West Ham,A,2.56,1.12
2006-02-01,Aston Villa,Chelsea,D,1.16,2.12
2006-02-01,Blackburn,Man United,H,1.24,1.76
2006-02-01,Liverpool,Birmingham,D,1.52,0.76
2006-02-01,Man City,Newcastle,H,1.32,0.88
2006-02-01,Portsmouth,Bolton,D,1.08,1.24
2006-02-04,Newcastle,Portsmouth,H,1.08,0.72
2006-02-04,West Brom,Blackburn,H,1.12,0.8
2006-02-04,Middlesbrough,Aston Villa,A,1.52,1.12
2006-02-04,West Ham,Sunderland,H,1.4,0.72
2006-02-04,Everton,Man City,H,1.12,1.24
2006-02-04,Birmingham,Arsenal,A,1.36,1.12
2006-02-04,Man United,Fulham,H,1.8,0.92
2006-02-04,Bolton,Wigan,D,1.2,
2006-02-05,Chelsea,Liverpool,H,2.2,1.24
2006-02-05,Tottenham,Charlton,H,1.92,1.0
2006-02-08,Charlton,Liverpool,H,1.36,1.08
2006-02-11,Arsenal,Bolton,D,2.56,1.24
2006-02-11,Aston Villa,Newcastle,A,1.08,0.8
2006-02-11,Everton,Blackburn,H,1.12,0.76
2006-02-11,Fulham,West Brom,H,1.64,0.72
2006-02-11,Middlesbrough,Chelsea,H,1.44,2.0
2006-02-11,Portsmouth,Man United,A,1.04,1.76
2006-02-11,Wigan,Liverpool,A,,1.0
2006-02-12,Man City,Charlton,H,1.4,1.04
2006-02-12,Sunderland,Tottenham,D,0.6,0.88
2006-02-13,West Ham,Birmingham,H,1.48,0.76
2006-02-14,Liverpool,Arsenal,H,1.44,1.16
2006-02-15,Blackburn,Sunderland,H,1.4,0.68
2006-02-19,Tottenham,Wigan,D,1.88,
2006-02-22,Newcastle,Charlton,D,1.0,1.0
2006-02-25,Birmingham,Sunderland,H,1.36,0.64
2006-02-25,Blackburn,Arsenal,H,1.4,0.96
2006-02-25,Charlton,Aston Villa,D,1.28,1.2
2006-02-25,Chelsea,Portsmouth,H,2.2,0.68
2006-02-25,Newcastle,Everton,H,0.96,0.8
2006-02-26,Liverpool,Man City,H,1.4,1.24
2006-02-26,West Brom,Middlesbrough,A,1.16,1.08
2006-02-26,Bolton,Fulham,H,1.2,1.0
2006-03-04,West Ham,Everton,D,1.48,0.76
2006-03-04,Aston Villa,Portsmouth,H,1.08,0.64
2006-03-04,Fulham,Arsenal,A,1.84,0.92
2006-03-04,Liverpool,Charlton,D,1.4,1.0
2006-03-04,Middlesbrough,Birmingham,H,1.44,0.64
2006-03-04,Newcastle,Bolton,H,1.0,1.2
2006-03-04,West Brom,Chelsea,A,1.16,1.84
2006-03-05,Tottenham,Blackburn,H,1.88,0.68
2006-03-05,Man City,Sunderland,H,1.44,0.6
2006-03-06,Wigan,Man United,A,,1.76
2006-03-11,Birmingham,West Brom,D,1.4,0.72
2006-03-11,Blackburn,Aston Villa,H,1.32,1.2
2006-03-11,Bolton,West Ham,H,1.2,1.2
2006-03-11,Chelsea,Tottenham,H,2.12,0.92
2006-03-11,Everton,Fulham,H,1.12,1.0
2006-03-11,Portsmouth,Man City,H,1.04,1.12
2006-03-11,Sunderland,Wigan,A,0.64,
2006-03-12,Arsenal,Liverpool,H,2.56,1.04
2006-03-12,Charlton,Middlesbrough,H,1.28,1.08
2006-03-12,Man United,Newcastle,H,1.96,0.88
2006-03-15,Liverpool,Fulham,H,1.28,1.0
2006-03-18,West Ham,Portsmouth,A,1.52,0.6
2006-03-18,West Brom,Man United,A,1.2,1.8
2006-03-18,Everton,Aston Villa,H,1.12,1.2
2006-03-18,Man City,Wigan,A,1.52,
2006-03-18,Blackburn,Middlesbrough,H,1.4,1.04
2006-03-18,Birmingham,Tottenham,A,1.4,0.92
2006-03-18,Arsenal,Charlton,H,2.52,0.96
2006-03-18,Bolton,Sunderland,H,1.32,0.64
2006-03-19,Fulham,Chelsea,H,1.84,1.76
2006-03-19,Newcastle,Liverpool,A,1.08,1.04
2006-03-25,Wigan,West Ham,A,,1.16
2006-03-25,Liverpool,Everton,H,1.44,0.84
2006-03-25,Sunderland,Blackburn,A,0.56,0.76
2006-03-25,Aston Villa,Fulham,D,1.08,1.04
2006-03-25,Chelsea,Man City,H,2.04,1.08
2006-03-26,Charlton,Newcastle,H,1.28,0.84
2006-03-26,Man United,Birmingham,H,1.96,0.64
2006-03-26,Middlesbrough,Bolton,H,1.36,1.16
2006-03-27,Tottenham,West Brom,H,1.8,0.68
2006-03-29,Man United,West Ham,H,1.96,1.24
2006-04-01,Newcastle,Tottenham,H,1.08,0.96
2006-04-01,West Brom,Liverpool,A,1.24,1.16
2006-04-01,Fulham,Portsmouth,A,1.84,0.72
2006-04-01,Birmingham,Chelsea,D,1.24,1.68
2006-04-01,Bolton,Man United,A,1.4,1.84
2006-04-01,Everton,Sunderland,D,1.24,0.64
2006-04-01,Arsenal,Aston Villa,H,2.56,1.24
2006-04-02,Man City,Middlesbrough,A,1.48,1.12
2006-04-02,West Ham,Charlton,D,1.6,0.92
2006-04-03,Blackburn,Wigan,D,1.52,
2006-04-04,Birmingham,Bolton,H,1.16,1.2
2006-04-08,Charlton,Everton,D,1.32,0.88
2006-04-08,Portsmouth,Blackburn,D,1.0,0.76
2006-04-08,Tottenham,Man City,H,1.84,1.04
2006-04-08,Wigan,Birmingham,D,,0.56
2006-04-09,Middlesbrough,Newcastle,A,1.44,0.8
2006-04-09,Liverpool,Bolton,H,1.56,1.2
2006-04-09,Man United,Arsenal,H,1.8,1.04
2006-04-09,Aston Villa,West Brom,D,1.04,0.72
2006-04-09,Chelsea,West Ham,H,2.08,1.16
2006-04-12,Portsmouth,Arsenal,D,1.08,1.0
2006-04-14,Man United,Sunderland,D,1.8,0.64
2006-04-15,Arsenal,West Brom,H,2.68,0.68
2006-04-15,Bolton,Chelsea,A,1.44,1.6
2006-04-15,Everton,Tottenham,A,1.24,0.92
2006-04-15,Fulham,Charlton,H,1.8,0.92
2006-04-15,Newcastle,Wigan,H,1.2,
2006-04-15,Portsmouth,Middlesbrough,H,1.12,1.08
2006-04-15,West Ham,Man City,H,1.56,1.04
2006-04-16,Aston Villa,Birmingham,H,1.04,0.48
2006-04-16,Blackburn,Liverpool,A,1.48,1.04
2006-04-17,West Brom,Bolton,D,1.24,1.12
2006-04-17,Tottenham,Man United,A,1.72,1.84
2006-04-17,Sunderland,Newcastle,A,0.52,0.88
2006-04-17,Chelsea,Everton,H,2.16,0.8
2006-04-17,Charlton,Portsmouth,H,1.28,0.8
2006-04-17,Middlesbrough,West Ham,H,1.48,1.16
2006-04-18,Wigan,Aston Villa,H,,1.24
2006-04-19,Birmingham,Blackburn,H,1.16,0.84
2006-04-22,Newcastle,West Brom,H,1.24,0.68
2006-04-22,Arsenal,Tottenham,D,2.76,0.96
2006-04-22,Bolton,Charlton,H,1.44,0.96
2006-04-22,Everton,Birmingham,D,1.16,0.48
2006-04-22,Portsmouth,Sunderland,H,1.12,0.6
2006-04-24,Fulham,Wigan,H,1.76,
2006-04-25,Aston Villa,Man City,A,1.12,1.0
2006-04-26,West Ham,Liverpool,A,1.56,1.0
2006-04-29,Middlesbrough,Everton,A,1.52,0.76
2006-04-29,Chelsea,Man United,H,2.16,1.88
2006-04-29,Wigan,Portsmouth,A,,0.84
2006-04-29,Man City,Fulham,A,1.4,0.92
2006-04-29,Charlton,Blackburn,A,1.24,0.84
2006-04-29,Birmingham,Newcastle,D,1.2,1.04
2006-04-29,Liverpool,Aston Villa,H,1.6,1.28
2006-04-30,Tottenham,Bolton,H,1.76,1.08
2006-05-01,Man United,Middlesbrough,D,1.8,1.08
2006-05-01,Sunderland,Arsenal,A,0.56,0.92
2006-05-01,West Brom,West Ham,A,1.16,1.08
2006-05-02,Blackburn,Chelsea,H,1.44,1.64
2006-05-03,Bolton,Middlesbrough,D,1.56,1.08
2006-05-04,Sunderland,Fulham,H,0.56,0.92
2006-05-04,Man City,Arsenal,A,1.32,1.04
2006-05-07,Newcastle,Chelsea,H,1.28,1.56
2006-05-07,Man United,Charlton,H,1.68,0.96
2006-05-07,West Ham,Tottenham,H,1.52,1.0
2006-05-07,Fulham,Middlesbrough,H,1.76,0.96
2006-05-07,Portsmouth,Liverpool,A,1.2,1.08
2006-05-07,Bolton,Birmingham,H,1.56,0.44
2006-05-07,Blackburn,Man City,H,1.48,1.04
2006-05-07,Aston Villa,Sunderland,H,1.0,0.6
2006-05-07,Everton,West Brom,D,1.16,0.68
2006-05-07,Arsenal,Wigan,H,2.76,
2006-08-19,West Ham,Charlton,H,1.52,0.92
2006-08-19,Sheffield United,Liverpool,D,,1.12
2006-08-19,Reading,Middlesbrough,H,,0.92
2006-08-19,Portsmouth,Blackburn,H,1.16,0.92
2006-08-19,Everton,Watford,H,1.2,
2006-08-19,Bolton,Tottenham,H,1.48,1.0
2006-08-19,Arsenal,Aston Villa,D,2.84,1.28
2006-08-19,Newcastle,Wigan,H,1.28,
2006-08-20,Chelsea,Man City,H,2.28,1.04
2006-08-20,Man United,Fulham,H,1.76,0.92
2006-08-22,Tottenham,Sheffield United,H,1.68,
2006-08-22,Watford,West Ham,D,,1.12
2006-08-23,Man City,Portsmouth,D,1.32,0.88
2006-08-23,Middlesbrough,Chelsea,H,1.48,1.52
2006-08-23,Fulham,Bolton,D,1.76,1.04
2006-08-23,Blackburn,Everton,D,1.56,0.72
2006-08-23,Aston Villa,Reading,H,1.04,
2006-08-23,Charlton,Man United,A,1.2,1.72
2006-08-26,Charlton,Bolton,H,1.12,1.04
2006-08-26,Fulham,Sheffield United,H,1.8,
2006-08-26,Liverpool,West Ham,H,1.6,1.08
2006-08-26,Man City,Arsenal,H,1.32,1.04
2006-08-26,Tottenham,Everton,A,1.68,0.64
2006-08-26,Watford,Man United,A,,1.76
2006-08-26,Wigan,Reading,H,,
2006-08-27,Aston Villa,Newcastle,H,1.08,1.0
2006-08-27,Blackburn,Chelsea,A,1.48,1.52
2006-08-28,Middlesbrough,Portsmouth,A,1.48,0.84
2006-09-09,Newcastle,Fulham,A,1.28,0.96
2006-09-09,Portsmouth,Wigan,H,1.24,
2006-09-09,Sheffield United,Blackburn,D,,0.88
2006-09-09,Man United,Tottenham,H,1.88,1.0
2006-09-09,Bolton,Watford,H,1.56,
2006-09-09,Chelsea,Charlton,H,2.36,0.88
2006-09-09,Arsenal,Middlesbrough,D,2.68,1.0
2006-09-09,Everton,Liverpool,H,1.28,1.16
2006-09-10,West Ham,Aston Villa,D,1.64,1.24
2006-09-11,Reading,Man City,H,,0.92
2006-09-16,Bolton,Middlesbrough,D,1.56,1.04
2006-09-16,Charlton,Portsmouth,A,1.16,1.0
2006-09-16,Everton,Wigan,D,1.4,
2006-09-16,Sheffield United,Reading,A,,
2006-09-16,Watford,Aston Villa,D,,1.28
2006-09-17,Blackburn,Man City,H,1.48,0.88
2006-09-17,Chelsea,Liverpool,H,2.28,1.16
2006-09-17,Man United,Arsenal,A,1.88,1.0
2006-09-17,Tottenham,Fulham,D,1.6,1.04
2006-09-17,West Ham,Newcastle,A,1.6,0.96
2006-09-20,Liverpool,Newcastle,H,1.68,1.04
2006-09-23,Arsenal,Sheffield United,H,2.6,
2006-09-23,Aston Villa,Charlton,H,1.08,0.92
2006-09-23,Fulham,Chelsea,A,1.72,1.48
2006-09-23,Liverpool,Tottenham,H,1.68,1.0
2006-09-23,Man City,West Ham,H,1.36,1.12
2006-09-23,Middlesbrough,Blackburn,A,1.44,0.88
2006-09-23,Reading,Man United,D,,1.84
2006-09-23,Wigan,Watford,D,,
2006-09-24,Newcastle,Everton,D,1.28,0.68
2006-09-25,Portsmouth,Bolton,A,1.24,1.0
2006-09-30,Bolton,Liverpool,H,1.44,1.16
2006-09-30,Charlton,Arsenal,A,1.08,1.0
2006-09-30,Chelsea,Aston Villa,D,2.28,1.16
2006-09-30,Everton,Man City,D,1.32,0.88
2006-09-30,Sheffield United,Middlesbrough,H,,1.0
2006-10-01,Tottenham,Portsmouth,H,1.56,1.0
2006-10-01,West Ham,Reading,A,1.52,
2006-10-01,Blackburn,Wigan,H,1.52,
2006-10-01,Man United,Newcastle,H,1.88,1.0
2006-10-02,Watford,Fulham,D,,1.0
2006-10-14,Arsenal,Watford,H,2.56,
2006-10-14,Aston Villa,Tottenham,D,1.12,0.96
2006-10-14,Liverpool,Blackburn,D,1.76,0.92
2006-10-14,Man City,Sheffield United,D,1.4,
2006-10-14,Middlesbrough,Everton,H,1.44,0.72
2006-10-14,Portsmouth,West Ham,H,1.08,1.08
2006-10-14,Reading,Chelsea,A,,1.44
2006-10-14,Wigan,Man United,A,,1.88
2006-10-15,Newcastle,Bolton,A,1.32,1.04
2006-10-16,Fulham,Charlton,H,1.68,0.84
2006-10-21,Wigan,Man City,H,,0.88
2006-10-21,Everton,Sheffield United,H,1.32,
2006-10-21,Chelsea,Portsmouth,H,2.32,1.04
2006-10-21,Charlton,Watford,D,1.08,
2006-10-21,Aston Villa,Fulham,D,1.16,1.08
2006-10-22,Blackburn,Bolton,A,1.56,1.04
2006-10-22,Man United,Liverpool,H,1.88,1.08
2006-10-22,Middlesbrough,Newcastle,H,1.48,0.96
2006-10-22,Reading,Arsenal,A,,1.04
2006-10-22,Tottenham,West Ham,H,1.6,1.08
2006-10-28,Arsenal,Everton,D,2.64,0.76
2006-10-28,Bolton,Man United,A,1.48,2.0
2006-10-28,Fulham,Wigan,A,1.68,
2006-10-28,Liverpool,Aston Villa,H,1.72,1.08
2006-10-28,Newcastle,Charlton,D,1.36,0.88
2006-10-28,Portsmouth,Reading,H,1.12,
2006-10-28,Sheffield United,Chelsea,A,,1.4
2006-10-28,Watford,Tottenham,D,,0.92
2006-10-29,West Ham,Blackburn,H,1.44,0.92
2006-10-30,Man City,Middlesbrough,H,1.28,1.04
2006-11-04,Bolton,Wigan,A,1.48,
2006-11-04,Charlton,Man City,H,1.08,0.88
2006-11-04,Fulham,Everton,H,1.64,0.8
2006-11-04,Liverpool,Reading,H,1.8,
2006-11-04,Man United,Portsmouth,H,1.92,1.08
2006-11-04,Newcastle,Sheffield United,A,1.36,
2006-11-04,Watford,Middlesbrough,H,,1.0
2006-11-05,Aston Villa,Blackburn,H,1.16,0.92
2006-11-05,Tottenham,Chelsea,H,1.44,1.36
2006-11-05,West Ham,Arsenal,H,1.48,1.2
2006-11-11,Wigan,Charlton,H,,0.88
2006-11-11,Sheffield United,Bolton,D,,1.04
2006-11-11,Middlesbrough,West Ham,H,1.36,1.04
2006-11-11,Portsmouth,Fulham,D,1.08,1.08
2006-11-11,Everton,Aston Villa,A,1.36,1.08
2006-11-11,Chelsea,Watford,H,2.28,
2006-11-11,Blackburn,Man United,A,1.56,2.0
2006-11-11,Man City,Newcastle,D,1.24,0.84
2006-11-12,Arsenal,Liverpool,H,2.56,1.08
2006-11-12,Reading,Tottenham,H,,0.92
2006-11-18,Sheffield United,Man United,A,,1.96
2006-11-18,Reading,Charlton,H,,0.96
2006-11-18,Portsmouth,Watford,H,1.08,
