FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
A,62.7,0.0,-62.7,127.8,0.0,-127.8
D,110.5,13.3,-97.2,39.0,0.275,-38.73
A,173.4,64.0,-109.4,59.4,53.77,-5.63
H,54.7,45.41,-9.29,87.59,79.2,-8.39
A,37.25,0.0,-37.25,101.35,2.77,-98.58
H,84.05,17.2,-66.85,86.0,19.15,-66.85
H,247.2,57.15,-190.05,22.4,20.0,-2.4
H,74.37,4.43,-69.95,50.1,20.6,-29.5
D,127.8,0.0,-127.8,173.4,64.0,-109.4
H,39.0,0.275,-38.73,1.1,2.3,1.2
A,59.4,53.77,-5.63,54.7,45.41,-9.29
H,37.3,26.3,-11.0,42.14,8.1,-34.04
H,86.0,19.15,-66.85,62.7,0.0,-62.7
H,87.59,79.2,-8.39,37.25,0.0,-37.25
A,83.8,19.5,-64.3,110.5,13.3,-97.2
H,101.35,2.77,-98.58,84.05,17.2,-66.85
D,74.37,4.43,-69.95,84.05,17.2,-66.85
D,247.2,57.15,-190.05,37.3,26.3,-11.0
H,173.4,64.0,-109.4,86.0,19.15,-66.85
A,39.0,0.275,-38.73,83.8,19.5,-64.3
D,62.7,0.0,-62.7,37.25,0.0,-37.25
D,22.4,20.0,-2.4,50.1,20.6,-29.5
D,110.5,13.3,-97.2,54.7,45.41,-9.29
A,59.4,53.77,-5.63,101.35,2.77,-98.58
D,42.14,8.1,-34.04,1.1,2.3,1.2
A,127.8,0.0,-127.8,87.59,79.2,-8.39
A,101.35,2.77,-98.58,127.8,0.0,-127.8
D,54.7,45.41,-9.29,173.4,64.0,-109.4
A,37.25,0.0,-37.25,22.4,20.0,-2.4
D,83.8,19.5,-64.3,247.2,57.15,-190.05
H,84.05,17.2,-66.85,62.7,0.0,-62.7
H,37.3,26.3,-11.0,74.37,4.43,-69.95
D,87.59,79.2,-8.39,39.0,0.275,-38.73
A,86.0,19.15,-66.85,59.4,53.77,-5.63
D,50.1,20.6,-29.5,42.14,8.1,-34.04
A,1.1,2.3,1.2,110.5,13.3,-97.2
H,87.59,79.2,-8.39,22.4,20.0,-2.4
A,62.7,0.0,-62.7,173.4,64.0,-109.4
A,1.1,2.3,1.2,247.2,57.15,-190.05
H,84.05,17.2,-66.85,54.7,45.41,-9.29
A,101.35,2.77,-98.58,37.3,26.3,-11.0
H,39.0,0.275,-38.73,74.37,4.43,-69.95
A,83.8,19.5,-64.3,86.0,19.15,-66.85
H,110.5,13.3,-97.2,50.1,20.6,-29.5
H,37.25,0.0,-37.25,42.14,8.1,-34.04
A,127.8,0.0,-127.8,59.4,53.77,-5.63
D,50.1,20.6,-29.5,1.1,2.3,1.2
H,37.3,26.3,-11.0,39.0,0.275,-38.73
A,74.37,4.43,-69.95,83.8,19.5,-64.3
H,22.4,20.0,-2.4,127.8,0.0,-127.8
H,247.2,57.15,-190.05,62.7,0.0,-62.7
H,54.7,45.41,-9.29,37.25,0.0,-37.25
A,42.14,8.1,-34.04,110.5,13.3,-97.2
H,59.4,53.77,-5.63,87.59,79.2,-8.39
D,173.4,64.0,-109.4,84.05,17.2,-66.85
A,86.0,19.15,-66.85,101.35,2.77,-98.58
A,39.0,0.275,-38.73,247.2,57.15,-190.05
A,101.35,2.77,-98.58,50.1,20.6,-29.5
H,110.5,13.3,-97.2,173.4,64.0,-109.4
H,83.8,19.5,-64.3,42.14,8.1,-34.04
A,37.25,0.0,-37.25,74.37,4.43,-69.95
A,62.7,0.0,-62.7,54.7,45.41,-9.29
D,127.8,0.0,-127.8,86.0,19.15,-66.85
H,84.05,17.2,-66.85,59.4,53.77,-5.63
H,1.1,2.3,1.2,22.4,20.0,-2.4
D,87.59,79.2,-8.39,37.3,26.3,-11.0
A,22.4,20.0,-2.4,39.0,0.275,-38.73
D,50.1,20.6,-29.5,84.05,17.2,-66.85
H,173.4,64.0,-109.4,1.1,2.3,1.2
A,74.37,4.43,-69.95,127.8,0.0,-127.8
H,42.14,8.1,-34.04,62.7,0.0,-62.7
A,37.3,26.3,-11.0,83.8,19.5,-64.3
D,247.2,57.15,-190.05,110.5,13.3,-97.2
A,86.0,19.15,-66.85,87.59,79.2,-8.39
A,59.4,53.77,-5.63,37.25,0.0,-37.25
H,54.7,45.41,-9.29,101.35,2.77,-98.58
D,1.1,2.3,1.2,74.37,4.43,-69.95
H,173.4,64.0,-109.4,37.25,0.0,-37.25
A,54.7,45.41,-9.29,83.8,19.5,-64.3
H,247.2,57.15,-190.05,127.8,0.0,-127.8
A,42.14,8.1,-34.04,22.4,20.0,-2.4
A,62.7,0.0,-62.7,59.4,53.77,-5.63
H,110.5,13.3,-97.2,86.0,19.15,-66.85
H,84.05,17.2,-66.85,87.59,79.2,-8.39
A,50.1,20.6,-29.5,37.3,26.3,-11.0
A,127.8,0.0,-127.8,54.7,45.41,-9.29
A,87.59,79.2,-8.39,101.35,2.77,-98.58
H,39.0,0.275,-38.73,42.14,8.1,-34.04
D,83.8,19.5,-64.3,173.4,64.0,-109.4
H,74.37,4.43,-69.95,247.2,57.15,-190.05
H,37.3,26.3,-11.0,62.7,0.0,-62.7
D,22.4,20.0,-2.4,110.5,13.3,-97.2
D,37.25,0.0,-37.25,84.05,17.2,-66.85
A,86.0,19.15,-66.85,1.1,2.3,1.2
H,59.4,53.77,-5.63,50.1,20.6,-29.5
H,87.59,79.2,-8.39,247.2,57.15,-190.05
D,173.4,64.0,-109.4,42.14,8.1,-34.04
D,86.0,19.15,-66.85,37.3,26.3,-11.0
H,127.8,0.0,-127.8,39.0,0.275,-38.73
A,59.4,53.77,-5.63,74.37,4.43,-69.95
D,37.25,0.0,-37.25,50.1,20.6,-29.5
H,84.05,17.2,-66.85,110.5,13.3,-97.2
D,54.7,45.41,-9.29,22.4,20.0,-2.4
D,101.35,2.77,-98.58,1.1,2.3,1.2
A,62.7,0.0,-62.7,83.8,19.5,-64.3
A,22.4,20.0,-2.4,84.05,17.2,-66.85
A,37.3,26.3,-11.0,173.4,64.0,-109.4
H,74.37,4.43,-69.95,86.0,19.15,-66.85
D,39.0,0.275,-38.73,37.25,0.0,-37.25
D,50.1,20.6,-29.5,62.7,0.0,-62.7
A,110.5,13.3,-97.2,59.4,53.77,-5.63
H,83.8,19.5,-64.3,127.8,0.0,-127.8
A,42.14,8.1,-34.04,101.35,2.77,-98.58
H,1.1,2.3,1.2,87.59,79.2,-8.39
H,247.2,57.15,-190.05,54.7,45.41,-9.29
D,59.4,53.77,-5.63,83.8,19.5,-64.3
H,101.35,2.77,-98.58,22.4,20.0,-2.4
D,37.25,0.0,-37.25,37.3,26.3,-11.0
H,86.0,19.15,-66.85,247.2,57.15,-190.05
H,173.4,64.0,-109.4,39.0,0.275,-38.73
A,62.7,0.0,-62.7,74.37,4.43,-69.95
H,127.8,0.0,-127.8,1.1,2.3,1.2
D,54.7,45.41,-9.29,50.1,20.6,-29.5
D,84.05,17.2,-66.85,42.14,8.1,-34.04
D,87.59,79.2,-8.39,110.5,13.3,-97.2
D,22.4,20.0,-2.4,59.4,53.77,-5.63
D,247.2,57.15,-190.05,101.35,2.77,-98.58
A,50.1,20.6,-29.5,86.0,19.15,-66.85
H,1.1,2.3,1.2,62.7,0.0,-62.7
D,37.3,26.3,-11.0,54.7,45.41,-9.29
A,42.14,8.1,-34.04,127.8,0.0,-127.8
H,83.8,19.5,-64.3,87.59,79.2,-8.39
D,39.0,0.275,-38.73,84.05,17.2,-66.85
A,74.37,4.43,-69.95,54.7,45.41,-9.29
H,83.8,19.5,-64.3,101.35,2.77,-98.58
H,110.5,13.3,-97.2,127.8,0.0,-127.8
H,22.4,20.0,-2.4,62.7,0.0,-62.7
D,50.1,20.6,-29.5,87.59,79.2,-8.39
A,42.14,8.1,-34.04,86.0,19.15,-66.85
A,39.0,0.275,-38.73,59.4,53.77,-5.63
A,247.2,57.15,-190.05,173.4,64.0,-109.4
H,37.3,26.3,-11.0,84.05,17.2,-66.85
H,62.7,0.0,-62.7,39.0,0.275,-38.73
A,1.1,2.3,1.2,83.8,19.5,-64.3
A,87.59,79.2,-8.39,74.37,4.43,-69.95
H,173.4,64.0,-109.4,50.1,20.6,-29.5
D,110.5,13.3,-97.2,37.25,0.0,-37.25
D,86.0,19.15,-66.85,22.4,20.0,-2.4
A,87.59,79.2,-8.39,42.14,8.1,-34.04
A,127.8,0.0,-127.8,50.1,20.6,-29.5
H,54.7,45.41,-9.29,1.1,2.3,1.2
A,37.25,0.0,-37.25,247.2,57.15,-190.05
H,59.4,53.77,-5.63,37.3,26.3,-11.0
A,62.7,0.0,-62.7,110.5,13.3,-97.2
D,84.05,17.2,-66.85,83.8,19.5,-64.3
H,173.4,64.0,-109.4,22.4,20.0,-2.4
H,86.0,19.15,-66.85,39.0,0.275,-38.73
H,54.7,45.41,-9.29,42.14,8.1,-34.04
H,59.4,53.77,-5.63,247.2,57.15,-190.05
H,173.4,64.0,-109.4,101.35,2.77,-98.58
A,37.25,0.0,-37.25,83.8,19.5,-64.3
A,84.05,17.2,-66.85,1.1,2.3,1.2
H,101.35,2.77,-98.58,39.0,0.275,-38.73
A,22.4,20.0,-2.4,54.7,45.41,-9.29
A,39.0,0.275,-38.73,127.8,0.0,-127.8
A,37.3,26.3,-11.0,86.0,19.15,-66.85
A,42.14,8.1,-34.04,173.4,64.0,-109.4
H,1.1,2.3,1.2,101.35,2.77,-98.58
D,247.2,57.15,-190.05,87.59,79.2,-8.39
D,50.1,20.6,-29.5,37.25,0.0,-37.25
D,74.37,4.43,-69.95,59.4,53.77,-5.63
A,83.8,19.5,-64.3,62.7,0.0,-62.7
A,110.5,13.3,-97.2,84.05,17.2,-66.85
A,74.37,4.43,-69.95,39.0,0.275,-38.73
H,22.4,20.0,-2.4,87.59,79.2,-8.39
H,173.4,64.0,-109.4,62.7,0.0,-62.7
D,42.14,8.1,-34.04,37.25,0.0,-37.25
D,86.0,19.15,-66.85,83.8,19.5,-64.3
A,37.3,26.3,-11.0,101.35,2.77,-98.58
H,247.2,57.15,-190.05,1.1,2.3,1.2
A,59.4,53.77,-5.63,127.8,0.0,-127.8
A,54.7,45.41,-9.29,84.05,17.2,-66.85
H,50.1,20.6,-29.5,110.5,13.3,-97.2
H,62.7,0.0,-62.7,42.14,8.1,-34.04
H,87.59,79.2,-8.39,86.0,19.15,-66.85
H,83.8,19.5,-64.3,37.3,26.3,-11.0
A,39.0,0.275,-38.73,22.4,20.0,-2.4
A,1.1,2.3,1.2,173.4,64.0,-109.4
A,37.25,0.0,-37.25,59.4,53.77,-5.63
A,127.8,0.0,-127.8,74.37,4.43,-69.95
A,101.35,2.77,-98.58,54.7,45.41,-9.29
A,84.05,17.2,-66.85,50.1,20.6,-29.5
A,110.5,13.3,-97.2,247.2,57.15,-190.05
H,101.35,2.77,-98.58,86.0,19.15,-66.85
D,1.1,2.3,1.2,50.1,20.6,-29.5
H,39.0,0.275,-38.73,37.3,26.3,-11.0
D,37.25,0.0,-37.25,54.7,45.41,-9.29
D,83.8,19.5,-64.3,74.37,4.43,-69.95
H,110.5,13.3,-97.2,42.14,8.1,-34.04
D,87.59,79.2,-8.39,59.4,53.77,-5.63
A,84.05,17.2,-66.85,173.4,64.0,-109.4
A,62.7,0.0,-62.7,247.2,57.15,-190.05
H,127.8,0.0,-127.8,22.4,20.0,-2.4
H,59.4,53.77,-5.63,84.05,17.2,-66.85
A,22.4,20.0,-2.4,1.1,2.3,1.2
H,173.4,64.0,-109.4,110.5,13.3,-97.2
D,50.1,20.6,-29.5,101.35,2.77,-98.58
A,37.3,26.3,-11.0,87.59,79.2,-8.39
D,42.14,8.1,-34.04,83.8,19.5,-64.3
H,86.0,19.15,-66.85,127.8,0.0,-127.8
A,74.37,4.43,-69.95,37.25,0.0,-37.25
H,54.7,45.41,-9.29,62.7,0.0,-62.7
H,247.2,57.15,-190.05,39.0,0.275,-38.73
D,1.1,2.3,1.2,37.25,0.0,-37.25
A,74.37,4.43,-69.95,173.4,64.0,-109.4
H,87.59,79.2,-8.39,127.8,0.0,-127.8
D,37.3,26.3,-11.0,247.2,57.15,-190.05
D,1.1,2.3,1.2,42.14,8.1,-34.04
A,84.05,17.2,-66.85,74.37,4.43,-69.95
H,37.25,0.0,-37.25,62.7,0.0,-62.7
H,54.7,45.41,-9.29,110.5,13.3,-97.2
A,101.35,2.77,-98.58,59.4,53.77,-5.63
A,86.0,19.15,-66.85,173.4,64.0,-109.4
H,83.8,19.5,-64.3,39.0,0.275,-38.73
A,50.1,20.6,-29.5,22.4,20.0,-2.4
H,127.8,0.0,-127.8,37.3,26.3,-11.0
H,173.4,64.0,-109.4,54.7,45.41,-9.29
H,42.14,8.1,-34.04,50.1,20.6,-29.5
A,127.8,0.0,-127.8,101.35,2.77,-98.58
D,39.0,0.275,-38.73,87.59,79.2,-8.39
D,22.4,20.0,-2.4,37.25,0.0,-37.25
A,59.4,53.77,-5.63,86.0,19.15,-66.85
H,110.5,13.3,-97.2,1.1,2.3,1.2
D,247.2,57.15,-190.05,83.8,19.5,-64.3
A,62.7,0.0,-62.7,84.05,17.2,-66.85
H,74.37,4.43,-69.95,37.3,26.3,-11.0
H,173.4,64.0,-109.4,87.59,79.2,-8.39
D,1.1,2.3,1.2,59.4,53.77,-5.63
H,62.7,0.0,-62.7,101.35,2.77,-98.58
D,22.4,20.0,-2.4,83.8,19.5,-64.3
A,37.25,0.0,-37.25,110.5,13.3,-97.2
A,42.14,8.1,-34.04,74.37,4.43,-69.95
A,84.05,17.2,-66.85,247.2,57.15,-190.05
D,1.1,2.3,1.2,86.0,19.15,-66.85
A,62.7,0.0,-62.7,37.3,26.3,-11.0
D,101.35,2.77,-98.58,87.59,79.2,-8.39
A,50.1,20.6,-29.5,59.4,53.77,-5.63
D,42.14,8.1,-34.04,39.0,0.275,-38.73
A,84.05,17.2,-66.85,37.25,0.0,-37.25
A,173.4,64.0,-109.4,83.8,19.5,-64.3
H,110.5,13.3,-97.2,22.4,20.0,-2.4
H,247.2,57.15,-190.05,74.37,4.43,-69.95
H,54.7,45.41,-9.29,127.8,0.0,-127.8
H,173.4,64.0,-109.4,37.3,26.3,-11.0
D,39.0,0.275,-38.73,101.35,2.77,-98.58
D,127.8,0.0,-127.8,247.2,57.15,-190.05
H,22.4,20.0,-2.4,42.14,8.1,-34.04
A,74.37,4.43,-69.95,1.1,2.3,1.2
A,37.25,0.0,-37.25,173.4,64.0,-109.4
A,37.3,26.3,-11.0,50.1,20.6,-29.5
H,59.4,53.77,-5.63,62.7,0.0,-62.7
H,86.0,19.15,-66.85,110.5,13.3,-97.2
H,83.8,19.5,-64.3,54.7,45.41,-9.29
A,87.59,79.2,-8.39,84.05,17.2,-66.85
A,37.25,0.0,-37.25,127.8,0.0,-127.8
H,50.1,20.6,-29.5,39.0,0.275,-38.73
D,54.7,45.41,-9.29,86.0,19.15,-66.85
A,101.35,2.77,-98.58,110.5,13.3,-97.2
A,247.2,57.15,-190.05,42.14,8.1,-34.04
H,127.8,0.0,-127.8,62.7,0.0,-62.7
A,59.4,53.77,-5.63,173.4,64.0,-109.4
A,86.0,19.15,-66.85,84.05,17.2,-66.85
H,37.3,26.3,-11.0,1.1,2.3,1.2
D,39.0,0.275,-38.73,110.5,13.3,-97.2
H,101.35,2.77,-98.58,37.25,0.0,-37.25
H,83.8,19.5,-64.3,50.1,20.6,-29.5
D,74.37,4.43,-69.95,22.4,20.0,-2.4
A,87.59,79.2,-8.39,54.7,45.41,-9.29
A,37.25,0.0,-37.25,87.59,79.2,-8.39
A,173.4,64.0,-109.4,127.8,0.0,-127.8
H,84.05,17.2,-66.85,101.35,2.77,-98.58
A,22.4,20.0,-2.4,247.2,57.15,-190.05
A,1.1,2.3,1.2,39.0,0.275,-38.73
H,54.7,45.41,-9.29,59.4,53.77,-5.63
A,110.5,13.3,-97.2,83.8,19.5,-64.3
A,62.7,0.0,-62.7,86.0,19.15,-66.85
H,42.14,8.1,-34.04,37.3,26.3,-11.0
D,50.1,20.6,-29.5,74.37,4.43,-69.95
D,74.37,4.43,-69.95,110.5,13.3,-97.2
H,39.0,0.275,-38.73,54.7,45.41,-9.29
H,87.59,79.2,-8.39,62.7,0.0,-62.7
D,86.0,19.15,-66.85,37.25,0.0,-37.25
H,83.8,19.5,-64.3,1.1,2.3,1.2
D,127.8,0.0,-127.8,84.05,17.2,-66.85
D,247.2,57.15,-190.05,50.1,20.6,-29.5
H,110.5,13.3,-97.2,37.3,26.3,-11.0
A,101.35,2.77,-98.58,173.4,64.0,-109.4
H,59.4,53.77,-5.63,42.14,8.1,-34.04
A,86.0,19.15,-66.85,74.37,4.43,-69.95
D,84.05,17.2,-66.85,39.0,0.275,-38.73
A,54.7,45.41,-9.29,247.2,57.15,-190.05
H,62.7,0.0,-62.7,50.1,20.6,-29.5
A,87.59,79.2,-8.39,1.1,2.3,1.2
D,127.8,0.0,-127.8,83.8,19.5,-64.3
D,101.35,2.77,-98.58,42.14,8.1,-34.04
H,59.4,53.77,-5.63,22.4,20.0,-2.4
D,37.3,26.3,-11.0,59.4,53.77,-5.63
A,22.4,20.0,-2.4,173.4,64.0,-109.4
H,50.1,20.6,-29.5,127.8,0.0,-127.8
H,247.2,57.15,-190.05,37.25,0.0,-37.25
A,74.37,4.43,-69.95,101.35,2.77,-98.58
A,39.0,0.275,-38.73,86.0,19.15,-66.85
H,110.5,13.3,-97.2,62.7,0.0,-62.7
D,42.14,8.1,-34.04,87.59,79.2,-8.39
A,1.1,2.3,1.2,54.7,45.41,-9.29
A,59.4,53.77,-5.63,39.0,0.275,-38.73
H,127.8,0.0,-127.8,110.5,13.3,-97.2
A,62.7,0.0,-62.7,22.4,20.0,-2.4
A,173.4,64.0,-109.4,247.2,57.15,-190.05
H,84.05,17.2,-66.85,37.3,26.3,-11.0
H,87.59,79.2,-8.39,50.1,20.6,-29.5
A,101.35,2.77,-98.58,83.8,19.5,-64.3
A,54.7,45.41,-9.29,74.37,4.43,-69.95
H,86.0,19.15,-66.85,42.14,8.1,-34.04
A,37.25,0.0,-37.25,1.1,2.3,1.2
A,83.8,19.5,-64.3,59.4,53.77,-5.63
H,37.3,26.3,-11.0,22.4,20.0,-2.4
A,247.2,57.15,-190.05,86.0,19.15,-66.85
D,101.35,2.77,-98.58,74.37,4.43,-69.95
A,83.8,19.5,-64.3,84.05,17.2,-66.85
A,39.0,0.275,-38.73,173.4,64.0,-109.4
A,1.1,2.3,1.2,127.8,0.0,-127.8
H,37.3,26.3,-11.0,37.25,0.0,-37.25
D,50.1,20.6,-29.5,54.7,45.41,-9.29
H,22.4,20.0,-2.4,101.35,2.77,-98.58
H,110.5,13.3,-97.2,87.59,79.2,-8.39
A,42.14,8.1,-34.04,84.05,17.2,-66.85
A,74.37,4.43,-69.95,62.7,0.0,-62.7
D,83.8,19.5,-64.3,37.25,0.0,-37.25
A,37.3,26.3,-11.0,127.8,0.0,-127.8
H,50.1,20.6,-29.5,173.4,64.0,-109.4
H,247.2,57.15,-190.05,59.4,53.77,-5.63
H,74.37,4.43,-69.95,87.59,79.2,-8.39
H,39.0,0.275,-38.73,62.7,0.0,-62.7
A,110.5,13.3,-97.2,101.35,2.77,-98.58
A,22.4,20.0,-2.4,86.0,19.15,-66.85
A,1.1,2.3,1.2,84.05,17.2,-66.85
A,42.14,8.1,-34.04,54.7,45.41,-9.29
H,86.0,19.15,-66.85,50.1,20.6,-29.5
H,101.35,2.77,-98.58,247.2,57.15,-190.05
A,37.25,0.0,-37.25,39.0,0.275,-38.73
H,127.8,0.0,-127.8,42.14,8.1,-34.04
A,59.4,53.77,-5.63,110.5,13.3,-97.2
H,84.05,17.2,-66.85,22.4,20.0,-2.4
H,173.4,64.0,-109.4,74.37,4.43,-69.95
H,62.7,0.0,-62.7,1.1,2.3,1.2
H,54.7,45.41,-9.29,37.3,26.3,-11.0
A,87.59,79.2,-8.39,83.8,19.5,-64.3
H,38.2,1.0,-37.2,167.4,31.4,-136.0
H,142.0,31.1,-110.9,61.05,0.0,-61.05
A,49.4,40.5,-8.9,75.0,78.8,3.8
H,118.0,148.94,30.94,85.62,0.0,-85.62
H,39.5,46.0,6.5,63.4,60.35,-3.05
H,67.6,4.0,-63.6,37.6,31.8,-5.8
H,43.5,12.85,-30.65,129.8,127.0,-2.8
A,63.55,38.4,-25.15,87.0,29.55,-57.45
A,130.5,0.0,-130.5,74.5,4.24,-70.27
H,95.9,34.62,-61.28,138.9,93.8,-45.1
H,87.0,29.55,-57.45,49.4,40.5,-8.9
H,129.8,127.0,-2.8,130.5,0.0,-130.5
D,85.62,0.0,-85.62,38.2,1.0,-37.2
D,61.05,0.0,-61.05,39.5,46.0,6.5
H,138.9,93.8,-45.1,63.55,38.4,-25.15
H,75.0,78.8,3.8,43.5,12.85,-30.65
D,63.4,60.35,-3.05,142.0,31.1,-110.9
A,37.6,31.8,-5.8,95.9,34.62,-61.28
A,167.4,31.4,-136.0,118.0,148.94,30.94
H,74.5,4.24,-70.27,67.6,4.0,-63.6
H,138.9,93.8,-45.1,167.4,31.4,-136.0
D,129.8,127.0,-2.8,38.2,1.0,-37.2
A,75.0,78.8,3.8,39.5,46.0,6.5
D,130.5,0.0,-130.5,63.4,60.35,-3.05
A,63.55,38.4,-25.15,67.6,4.0,-63.6
D,74.5,4.24,-70.27,85.62,0.0,-85.62
D,87.0,29.55,-57.45,118.0,148.94,30.94
D,49.4,40.5,-8.9,61.05,0.0,-61.05
H,95.9,34.62,-61.28,43.5,12.85,-30.65
A,37.6,31.8,-5.8,142.0,31.1,-110.9
H,85.62,0.0,-85.62,95.9,34.62,-61.28
H,167.4,31.4,-136.0,63.55,38.4,-25.15
A,38.2,1.0,-37.2,75.0,78.8,3.8
A,67.6,4.0,-63.6,138.9,93.8,-45.1
H,142.0,31.1,-110.9,130.5,0.0,-130.5
D,63.4,60.35,-3.05,74.5,4.24,-70.27
A,43.5,12.85,-30.65,37.6,31.8,-5.8
H,118.0,148.94,30.94,129.8,127.0,-2.8
A,61.05,0.0,-61.05,87.0,29.55,-57.45
H,39.5,46.0,6.5,49.4,40.5,-8.9
D,130.5,0.0,-130.5,61.05,0.0,-61.05
A,37.6,31.8,-5.8,38.2,1.0,-37.2
A,49.4,40.5,-8.9,167.4,31.4,-136.0
H,87.0,29.55,-57.45,85.62,0.0,-85.62
D,138.9,93.8,-45.1,63.4,60.35,-3.05
A,63.55,38.4,-25.15,43.5,12.85,-30.65
H,129.8,127.0,-2.8,39.5,46.0,6.5
H,75.0,78.8,3.8,67.6,4.0,-63.6
A,74.5,4.24,-70.27,142.0,31.1,-110.9
A,95.9,34.62,-61.28,118.0,148.94,30.94
A,118.0,148.94,30.94,138.9,93.8,-45.1
A,142.0,31.1,-110.9,129.8,127.0,-2.8
H,39.5,46.0,6.5,63.55,38.4,-25.15
A,61.05,0.0,-61.05,74.5,4.24,-70.27
D,67.6,4.0,-63.6,49.4,40.5,-8.9
D,43.5,12.85,-30.65,130.5,0.0,-130.5
D,38.2,1.0,-37.2,87.0,29.55,-57.45
A,63.4,60.35,-3.05,37.6,31.8,-5.8
H,167.4,31.4,-136.0,95.9,34.62,-61.28
D,85.62,0.0,-85.62,75.0,78.8,3.8
D,142.0,31.1,-110.9,39.5,46.0,6.5
D,49.4,40.5,-8.9,63.55,38.4,-25.15
H,118.0,148.94,30.94,63.4,60.35,-3.05
H,61.05,0.0,-61.05,43.5,12.85,-30.65
H,37.6,31.8,-5.8,130.5,0.0,-130.5
D,75.0,78.8,3.8,167.4,31.4,-136.0
D,85.62,0.0,-85.62,67.6,4.0,-63.6
H,95.9,34.62,-61.28,129.8,127.0,-2.8
A,74.5,4.24,-70.27,38.2,1.0,-37.2
D,87.0,29.55,-57.45,138.9,93.8,-45.1
A,43.5,12.85,-30.65,87.0,29.55,-57.45
A,129.8,127.0,-2.8,37.6,31.8,-5.8
H,67.6,4.0,-63.6,142.0,31.1,-110.9
H,138.9,93.8,-45.1,49.4,40.5,-8.9
D,63.55,38.4,-25.15,75.0,78.8,3.8
H,63.4,60.35,-3.05,61.05,0.0,-61.05
A,38.2,1.0,-37.2,118.0,148.94,30.94
A,39.5,46.0,6.5,74.5,4.24,-70.27
A,130.5,0.0,-130.5,95.9,34.62,-61.28
D,167.4,31.4,-136.0,85.62,0.0,-85.62
H,167.4,31.4,-136.0,129.8,127.0,-2.8
H,118.0,148.94,30.94,63.55,38.4,-25.15
D,85.62,0.0,-85.62,130.5,0.0,-130.5
A,39.5,46.0,6.5,43.5,12.85,-30.65
D,61.05,0.0,-61.05,37.6,31.8,-5.8
D,63.4,60.35,-3.05,49.4,40.5,-8.9
A,75.0,78.8,3.8,138.9,93.8,-45.1
A,38.2,1.0,-37.2,67.6,4.0,-63.6
H,74.5,4.24,-70.27,95.9,34.62,-61.28
A,142.0,31.1,-110.9,87.0,29.55,-57.45
A,67.6,4.0,-63.6,167.4,31.4,-136.0
H,49.4,40.5,-8.9,38.2,1.0,-37.2
D,87.0,29.55,-57.45,75.0,78.8,3.8
A,138.9,93.8,-45.1,85.62,0.0,-85.62
A,130.5,0.0,-130.5,118.0,148.94,30.94
A,43.5,12.85,-30.65,63.4,60.35,-3.05
A,95.9,34.62,-61.28,142.0,31.1,-110.9
A,63.55,38.4,-25.15,61.05,0.0,-61.05
A,129.8,127.0,-2.8,74.5,4.24,-70.27
H,37.6,31.8,-5.8,39.5,46.0,6.5
H,63.4,60.35,-3.05,129.8,127.0,-2.8
A,142.0,31.1,-110.9,138.9,93.8,-45.1
A,38.2,1.0,-37.2,63.55,38.4,-25.15
D,118.0,148.94,30.94,49.4,40.5,-8.9
H,85.62,0.0,-85.62,37.6,31.8,-5.8
D,75.0,78.8,3.8,130.5,0.0,-130.5
H,167.4,31.4,-136.0,43.5,12.85,-30.65
D,39.5,46.0,6.5,95.9,34.62,-61.28
D,61.05,0.0,-61.05,67.6,4.0,-63.6
H,74.5,4.24,-70.27,87.0,29.55,-57.45
A,67.6,4.0,-63.6,118.0,148.94,30.94
H,129.8,127.0,-2.8,75.0,78.8,3.8
D,49.4,40.5,-8.9,85.62,0.0,-85.62
D,130.5,0.0,-130.5,38.2,1.0,-37.2
H,63.55,38.4,-25.15,63.4,60.35,-3.05
H,43.5,12.85,-30.65,142.0,31.1,-110.9
H,37.6,31.8,-5.8,74.5,4.24,-70.27
H,87.0,29.55,-57.45,167.4,31.4,-136.0
H,138.9,93.8,-45.1,39.5,46.0,6.5
H,95.9,34.62,-61.28,61.05,0.0,-61.05
H,167.4,31.4,-136.0,130.5,0.0,-130.5
A,85.62,0.0,-85.62,129.8,127.0,-2.8
H,87.0,29.55,-57.45,63.4,60.35,-3.05
D,63.55,38.4,-25.15,37.6,31.8,-5.8
D,75.0,78.8,3.8,61.05,0.0,-61.05
H,38.2,1.0,-37.2,39.5,46.0,6.5
H,67.6,4.0,-63.6,43.5,12.85,-30.65
H,138.9,93.8,-45.1,74.5,4.24,-70.27
D,118.0,148.94,30.94,142.0,31.1,-110.9
D,130.5,0.0,-130.5,63.55,38.4,-25.15
H,61.05,0.0,-61.05,85.62,0.0,-85.62
D,63.4,60.35,-3.05,67.6,4.0,-63.6
A,43.5,12.85,-30.65,118.0,148.94,30.94
D,74.5,4.24,-70.27,75.0,78.8,3.8
D,37.6,31.8,-5.8,49.4,40.5,-8.9
A,129.8,127.0,-2.8,138.9,93.8,-45.1
A,39.5,46.0,6.5,87.0,29.55,-57.45
H,95.9,34.62,-61.28,38.2,1.0,-37.2
H,142.0,31.1,-110.9,167.4,31.4,-136.0
H,74.5,4.24,-70.27,118.0,148.94,30.94
H,130.5,0.0,-130.5,49.4,40.5,-8.9
D,63.4,60.35,-3.05,75.0,78.8,3.8
