FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
H,90.62,13.62,-77.0,50.7,12.33,-38.37
A,33.0,8.0,-25.0,11.85,0.35,-11.5
H,82.7,30.55,-52.15,62.25,26.1,-36.15
D,0.0,5.35,5.35,80.15,9.1,-71.05
H,100.9,13.77,-87.14,59.75,51.05,-8.7
H,112.75,23.3,-89.45,51.2,0.0,-51.2
D,99.8,28.65,-71.15,182.2,41.32,-140.88
A,116.5,5.35,-111.15,208.8,83.25,-125.55
H,30.1,51.84,21.74,114.6,95.8,-18.8
H,51.2,0.0,-51.2,100.9,13.77,-87.14
A,11.85,0.35,-11.5,90.62,13.62,-77.0
A,50.7,12.33,-38.37,91.6,20.2,-71.4
H,114.6,95.8,-18.8,116.5,5.35,-111.15
H,78.59,57.6,-20.99,30.1,51.84,21.74
H,59.75,51.05,-8.7,99.8,28.65,-71.15
H,62.25,26.1,-36.15,0.0,5.35,5.35
H,80.15,9.1,-71.05,82.7,30.55,-52.15
D,208.8,83.25,-125.55,112.75,23.3,-89.45
H,182.2,41.32,-140.88,33.0,8.0,-25.0
D,91.6,20.2,-71.4,59.75,51.05,-8.7
A,33.0,8.0,-25.0,114.6,95.8,-18.8
H,100.9,13.77,-87.14,50.7,12.33,-38.37
H,99.8,28.65,-71.15,208.8,83.25,-125.55
A,116.5,5.35,-111.15,182.2,41.32,-140.88
A,90.62,13.62,-77.0,62.25,26.1,-36.15
H,33.0,8.0,-25.0,112.75,23.3,-89.45
H,11.85,0.35,-11.5,50.7,12.33,-38.37
A,116.5,5.35,-111.15,78.59,57.6,-20.99
H,114.6,95.8,-18.8,91.6,20.2,-71.4
H,82.7,30.55,-52.15,30.1,51.84,21.74
A,100.9,13.77,-87.14,99.8,28.65,-71.15
A,51.2,0.0,-51.2,208.8,83.25,-125.55
H,182.2,41.32,-140.88,0.0,5.35,5.35
H,80.15,9.1,-71.05,59.75,51.05,-8.7
H,30.1,51.84,21.74,116.5,5.35,-111.15
H,112.75,23.3,-89.45,82.7,30.55,-52.15
H,208.8,83.25,-125.55,90.62,13.62,-77.0
H,78.59,57.6,-20.99,51.2,0.0,-51.2
H,0.0,5.35,5.35,11.85,0.35,-11.5
A,62.25,26.1,-36.15,182.2,41.32,-140.88
A,91.6,20.2,-71.4,33.0,8.0,-25.0
A,50.7,12.33,-38.37,114.6,95.8,-18.8
A,59.75,51.05,-8.7,11.85,0.35,-11.5
H,99.8,28.65,-71.15,80.15,9.1,-71.05
H,208.8,83.25,-125.55,100.9,13.77,-87.14
A,114.6,95.8,-18.8,59.75,51.05,-8.7
A,90.62,13.62,-77.0,91.6,20.2,-71.4
H,33.0,8.0,-25.0,51.2,0.0,-51.2
H,116.5,5.35,-111.15,99.8,28.65,-71.15
H,82.7,30.55,-52.15,100.9,13.77,-87.14
H,62.25,26.1,-36.15,112.75,23.3,-89.45
H,0.0,5.35,5.35,50.7,12.33,-38.37
A,11.85,0.35,-11.5,78.59,57.6,-20.99
H,182.2,41.32,-140.88,208.8,83.25,-125.55
A,30.1,51.84,21.74,80.15,9.1,-71.05
A,90.62,13.62,-77.0,51.2,0.0,-51.2
A,91.6,20.2,-71.4,116.5,5.35,-111.15
A,50.7,12.33,-38.37,30.1,51.84,21.74
H,78.59,57.6,-20.99,0.0,5.35,5.35
H,59.75,51.05,-8.7,62.25,26.1,-36.15
D,100.9,13.77,-87.14,114.6,95.8,-18.8
D,112.75,23.3,-89.45,90.62,13.62,-77.0
A,80.15,9.1,-71.05,11.85,0.35,-11.5
A,51.2,0.0,-51.2,182.2,41.32,-140.88
H,99.8,28.65,-71.15,82.7,30.55,-52.15
D,208.8,83.25,-125.55,33.0,8.0,-25.0
H,0.0,5.35,5.35,90.62,13.62,-77.0
D,30.1,51.84,21.74,62.25,26.1,-36.15
A,82.7,30.55,-52.15,78.59,57.6,-20.99
H,112.75,23.3,-89.45,80.15,9.1,-71.05
H,182.2,41.32,-140.88,50.7,12.33,-38.37
D,90.62,13.62,-77.0,59.75,51.05,-8.7
D,11.85,0.35,-11.5,99.8,28.65,-71.15
H,116.5,5.35,-111.15,51.2,0.0,-51.2
D,62.25,26.1,-36.15,91.6,20.2,-71.4
A,0.0,5.35,5.35,100.9,13.77,-87.14
A,30.1,51.84,21.74,112.75,23.3,-89.45
A,33.0,8.0,-25.0,78.59,57.6,-20.99
H,114.6,95.8,-18.8,80.15,9.1,-71.05
D,82.7,30.55,-52.15,208.8,83.25,-125.55
H,99.8,28.65,-71.15,33.0,8.0,-25.0
H,91.6,20.2,-71.4,0.0,5.35,5.35
A,51.2,0.0,-51.2,11.85,0.35,-11.5
A,59.75,51.05,-8.7,182.2,41.32,-140.88
H,100.9,13.77,-87.14,62.25,26.1,-36.15
H,112.75,23.3,-89.45,116.5,5.35,-111.15
D,80.15,9.1,-71.05,90.62,13.62,-77.0
H,208.8,83.25,-125.55,30.1,51.84,21.74
D,50.7,12.33,-38.37,82.7,30.55,-52.15
H,78.59,57.6,-20.99,114.6,95.8,-18.8
A,90.62,13.62,-77.0,78.59,57.6,-20.99
A,33.0,8.0,-25.0,80.15,9.1,-71.05
H,11.85,0.35,-11.5,91.6,20.2,-71.4
A,116.5,5.35,-111.15,59.75,51.05,-8.7
D,114.6,95.8,-18.8,208.8,83.25,-125.55
H,182.2,41.32,-140.88,112.75,23.3,-89.45
A,82.7,30.55,-52.15,51.2,0.0,-51.2
D,62.25,26.1,-36.15,50.7,12.33,-38.37
D,0.0,5.35,5.35,99.8,28.65,-71.15
A,30.1,51.84,21.74,100.9,13.77,-87.14
H,10.4,48.0,37.6,8.82,2.2,-6.62
A,119.8,55.48,-64.32,169.82,71.0,-98.82
D,54.91,34.63,-20.29,72.5,0.35,-72.15
H,23.85,13.55,-10.3,61.5,27.3,-34.2
D,7.6,55.38,47.78,121.0,87.8,-33.2
A,56.0,25.4,-30.6,61.74,8.5,-53.24
H,150.5,64.5,-86.0,159.5,3.0,-156.5
D,104.3,88.5,-15.8,116.7,24.1,-92.6
A,72.9,35.64,-37.26,160.8,53.65,-107.15
H,236.8,81.18,-155.62,45.0,157.27,112.27
H,160.8,53.65,-107.15,23.85,13.55,-10.3
A,159.5,3.0,-156.5,54.91,34.63,-20.29
D,61.74,8.5,-53.24,119.8,55.48,-64.32
H,121.0,87.8,-33.2,56.0,25.4,-30.6
H,8.82,2.2,-6.62,72.9,35.64,-37.26
A,61.5,27.3,-34.2,10.4,48.0,37.6
D,169.82,71.0,-98.82,150.5,64.5,-86.0
H,72.5,0.35,-72.15,7.6,55.38,47.78
D,45.0,157.27,112.27,104.3,88.5,-15.8
D,116.7,24.1,-92.6,236.8,81.18,-155.62
H,159.5,3.0,-156.5,121.0,87.8,-33.2
A,8.82,2.2,-6.62,45.0,157.27,112.27
A,61.74,8.5,-53.24,61.5,27.3,-34.2
A,236.8,81.18,-155.62,7.6,55.38,47.78
A,72.5,0.35,-72.15,104.3,88.5,-15.8
A,56.0,25.4,-30.6,119.8,55.48,-64.32
H,10.4,48.0,37.6,160.8,53.65,-107.15
A,54.91,34.63,-20.29,169.82,71.0,-98.82
A,150.5,64.5,-86.0,72.9,35.64,-37.26
D,116.7,24.1,-92.6,23.85,13.55,-10.3
D,61.5,27.3,-34.2,236.8,81.18,-155.62
D,45.0,157.27,112.27,72.5,0.35,-72.15
H,7.6,55.38,47.78,159.5,3.0,-156.5
H,104.3,88.5,-15.8,54.91,34.63,-20.29
H,169.82,71.0,-98.82,61.74,8.5,-53.24
D,72.9,35.64,-37.26,56.0,25.4,-30.6
H,119.8,55.48,-64.32,8.82,2.2,-6.62
A,23.85,13.55,-10.3,10.4,48.0,37.6
H,121.0,87.8,-33.2,116.7,24.1,-92.6
D,160.8,53.65,-107.15,150.5,64.5,-86.0
H,10.4,48.0,37.6,72.9,35.64,-37.26
D,61.74,8.5,-53.24,23.85,13.55,-10.3
H,236.8,81.18,-155.62,104.3,88.5,-15.8
A,72.5,0.35,-72.15,61.5,27.3,-34.2
H,150.5,64.5,-86.0,7.6,55.38,47.78
A,116.7,24.1,-92.6,45.0,157.27,112.27
H,8.82,2.2,-6.62,169.82,71.0,-98.82
H,54.91,34.63,-20.29,121.0,87.8,-33.2
D,56.0,25.4,-30.6,160.8,53.65,-107.15
D,159.5,3.0,-156.5,119.8,55.48,-64.32
A,61.5,27.3,-34.2,54.91,34.63,-20.29
H,104.3,88.5,-15.8,150.5,64.5,-86.0
H,23.85,13.55,-10.3,8.82,2.2,-6.62
A,121.0,87.8,-33.2,72.5,0.35,-72.15
H,169.82,71.0,-98.82,56.0,25.4,-30.6
D,72.9,35.64,-37.26,61.74,8.5,-53.24
D,7.6,55.38,47.78,116.7,24.1,-92.6
H,119.8,55.48,-64.32,236.8,81.18,-155.62
H,160.8,53.65,-107.15,159.5,3.0,-156.5
A,45.0,157.27,112.27,10.4,48.0,37.6
A,72.5,0.35,-72.15,10.4,48.0,37.6
D,159.5,3.0,-156.5,23.85,13.55,-10.3
D,54.91,34.63,-20.29,119.8,55.48,-64.32
H,45.0,157.27,112.27,61.74,8.5,-53.24
H,7.6,55.38,47.78,8.82,2.2,-6.62
H,150.5,64.5,-86.0,61.5,27.3,-34.2
H,116.7,24.1,-92.6,56.0,25.4,-30.6
A,121.0,87.8,-33.2,169.82,71.0,-98.82
H,104.3,88.5,-15.8,72.9,35.64,-37.26
D,236.8,81.18,-155.62,160.8,53.65,-107.15
H,61.74,8.5,-53.24,150.5,64.5,-86.0
H,23.85,13.55,-10.3,121.0,87.8,-33.2
H,10.4,48.0,37.6,104.3,88.5,-15.8
A,8.82,2.2,-6.62,159.5,3.0,-156.5
D,56.0,25.4,-30.6,72.5,0.35,-72.15
A,119.8,55.48,-64.32,7.6,55.38,47.78
H,160.8,53.65,-107.15,54.91,34.63,-20.29
A,169.82,71.0,-98.82,116.7,24.1,-92.6
A,61.5,27.3,-34.2,45.0,157.27,112.27
H,72.9,35.64,-37.26,236.8,81.18,-155.62
H,121.0,87.8,-33.2,119.8,55.48,-64.32
H,159.5,3.0,-156.5,61.74,8.5,-53.24
D,54.91,34.63,-20.29,8.82,2.2,-6.62
H,45.0,157.27,112.27,72.9,35.64,-37.26
H,104.3,88.5,-15.8,23.85,13.55,-10.3
D,150.5,64.5,-86.0,56.0,25.4,-30.6
D,116.7,24.1,-92.6,61.5,27.3,-34.2
A,7.6,55.38,47.78,169.82,71.0,-98.82
D,236.8,81.18,-155.62,10.4,48.0,37.6
H,72.5,0.35,-72.15,160.8,53.65,-107.15
A,61.5,27.3,-34.2,104.3,88.5,-15.8
H,169.82,71.0,-98.82,159.5,3.0,-156.5
H,61.74,8.5,-53.24,121.0,87.8,-33.2
D,56.0,25.4,-30.6,54.91,34.63,-20.29
D,119.8,55.48,-64.32,72.5,0.35,-72.15
A,23.85,13.55,-10.3,45.0,157.27,112.27
D,72.9,35.64,-37.26,116.7,24.1,-92.6
D,160.8,53.65,-107.15,7.6,55.38,47.78
H,10.4,48.0,37.6,150.5,64.5,-86.0
A,8.82,2.2,-6.62,236.8,81.18,-155.62
H,54.91,34.63,-20.29,236.8,81.18,-155.62
D,160.8,53.65,-107.15,116.7,24.1,-92.6
A,159.5,3.0,-156.5,10.4,48.0,37.6
H,61.74,8.5,-53.24,8.82,2.2,-6.62
H,169.82,71.0,-98.82,61.5,27.3,-34.2
H,72.5,0.35,-72.15,23.85,13.55,-10.3
A,119.8,55.48,-64.32,72.9,35.64,-37.26
A,56.0,25.4,-30.6,45.0,157.27,112.27
A,7.6,55.38,47.78,104.3,88.5,-15.8
D,121.0,87.8,-33.2,150.5,64.5,-86.0
A,8.82,2.2,-6.62,56.0,25.4,-30.6
H,45.0,157.27,112.27,7.6,55.38,47.78
H,23.85,13.55,-10.3,119.8,55.48,-64.32
H,72.9,35.64,-37.26,54.91,34.63,-20.29
A,61.5,27.3,-34.2,121.0,87.8,-33.2
D,150.5,64.5,-86.0,72.5,0.35,-72.15
H,104.3,88.5,-15.8,160.8,53.65,-107.15
H,236.8,81.18,-155.62,61.74,8.5,-53.24
H,116.7,24.1,-92.6,159.5,3.0,-156.5
H,10.4,48.0,37.6,169.82,71.0,-98.82
A,119.8,55.48,-64.32,150.5,64.5,-86.0
D,160.8,53.65,-107.15,61.5,27.3,-34.2
A,54.91,34.63,-20.29,116.7,24.1,-92.6
A,61.74,8.5,-53.24,104.3,88.5,-15.8
A,7.6,55.38,47.78,10.4,48.0,37.6
A,121.0,87.8,-33.2,8.82,2.2,-6.62
A,56.0,25.4,-30.6,23.85,13.55,-10.3
H,169.82,71.0,-98.82,45.0,157.27,112.27
D,72.5,0.35,-72.15,236.8,81.18,-155.62
H,159.5,3.0,-156.5,72.9,35.64,-37.26
D,72.9,35.64,-37.26,169.82,71.0,-98.82
A,23.85,13.55,-10.3,7.6,55.38,47.78
A,45.0,157.27,112.27,119.8,55.48,-64.32
H,10.4,48.0,37.6,61.74,8.5,-53.24
H,150.5,64.5,-86.0,54.91,34.63,-20.29
H,61.5,27.3,-34.2,56.0,25.4,-30.6
D,8.82,2.2,-6.62,160.8,53.65,-107.15
D,116.7,24.1,-92.6,72.5,0.35,-72.15
H,104.3,88.5,-15.8,121.0,87.8,-33.2
D,236.8,81.18,-155.62,159.5,3.0,-156.5
H,7.6,55.38,47.78,54.91,34.63,-20.29
A,23.85,13.55,-10.3,169.82,71.0,-98.82
H,45.0,157.27,112.27,159.5,3.0,-156.5
H,104.3,88.5,-15.8,56.0,25.4,-30.6
H,236.8,81.18,-155.62,150.5,64.5,-86.0
H,61.5,27.3,-34.2,8.82,2.2,-6.62
H,116.7,24.1,-92.6,119.8,55.48,-64.32
H,10.4,48.0,37.6,121.0,87.8,-33.2
A,72.5,0.35,-72.15,72.9,35.64,-37.26
A,160.8,53.65,-107.15,61.74,8.5,-53.24
H,121.0,87.8,-33.2,45.0,157.27,112.27
A,54.91,34.63,-20.29,10.4,48.0,37.6
H,150.5,64.5,-86.0,23.85,13.55,-10.3
D,56.0,25.4,-30.6,7.6,55.38,47.78
A,169.82,71.0,-98.82,236.8,81.18,-155.62
A,159.5,3.0,-156.5,104.3,88.5,-15.8
H,72.9,35.64,-37.26,61.5,27.3,-34.2
A,8.82,2.2,-6.62,72.5,0.35,-72.15
D,61.74,8.5,-53.24,116.7,24.1,-92.6
A,119.8,55.48,-64.32,160.8,53.65,-107.15
H,10.4,48.0,37.6,56.0,25.4,-30.6
H,23.85,13.55,-10.3,72.9,35.64,-37.26
A,45.0,157.27,112.27,54.91,34.63,-20.29
D,104.3,88.5,-15.8,8.82,2.2,-6.62
H,72.5,0.35,-72.15,159.5,3.0,-156.5
A,61.5,27.3,-34.2,119.8,55.48,-64.32
D,236.8,81.18,-155.62,121.0,87.8,-33.2
A,116.7,24.1,-92.6,150.5,64.5,-86.0
A,160.8,53.65,-107.15,169.82,71.0,-98.82
D,7.6,55.38,47.78,61.74,8.5,-53.24
D,121.0,87.8,-33.2,160.8,53.65,-107.15
A,159.5,3.0,-156.5,61.5,27.3,-34.2
A,54.91,34.63,-20.29,23.85,13.55,-10.3
A,61.74,8.5,-53.24,72.5,0.35,-72.15
H,72.9,35.64,-37.26,7.6,55.38,47.78
A,8.82,2.2,-6.62,116.7,24.1,-92.6
H,169.82,71.0,-98.82,104.3,88.5,-15.8
H,56.0,25.4,-30.6,236.8,81.18,-155.62
A,150.5,64.5,-86.0,45.0,157.27,112.27
H,150.5,64.5,-86.0,61.74,8.5,-53.24
H,159.5,3.0,-156.5,8.82,2.2,-6.62
D,54.91,34.63,-20.29,160.8,53.65,-107.15
A,45.0,157.27,112.27,61.5,27.3,-34.2
H,7.6,55.38,47.78,119.8,55.48,-64.32
H,121.0,87.8,-33.2,23.85,13.55,-10.3
D,72.5,0.35,-72.15,56.0,25.4,-30.6
H,236.8,81.18,-155.62,72.9,35.64,-37.26
A,104.3,88.5,-15.8,10.4,48.0,37.6
H,116.7,24.1,-92.6,169.82,71.0,-98.82
H,61.74,8.5,-53.24,54.91,34.63,-20.29
A,72.9,35.64,-37.26,121.0,87.8,-33.2
D,61.5,27.3,-34.2,7.6,55.38,47.78
H,56.0,25.4,-30.6,159.5,3.0,-156.5
D,8.82,2.2,-6.62,150.5,64.5,-86.0
A,119.8,55.48,-64.32,104.3,88.5,-15.8
A,23.85,13.55,-10.3,236.8,81.18,-155.62
A,160.8,53.65,-107.15,45.0,157.27,112.27
H,10.4,48.0,37.6,116.7,24.1,-92.6
H,169.82,71.0,-98.82,72.5,0.35,-72.15
D,61.74,8.5,-53.24,45.0,157.27,112.27
A,23.85,13.55,-10.3,159.5,3.0,-156.5
A,72.9,35.64,-37.26,104.3,88.5,-15.8
H,61.5,27.3,-34.2,150.5,64.5,-86.0
H,56.0,25.4,-30.6,116.7,24.1,-92.6
H,169.82,71.0,-98.82,121.0,87.8,-33.2
D,8.82,2.2,-6.62,7.6,55.38,47.78
H,119.8,55.48,-64.32,54.91,34.63,-20.29
H,160.8,53.65,-107.15,236.8,81.18,-155.62
H,10.4,48.0,37.6,72.5,0.35,-72.15
H,72.5,0.35,-72.15,119.8,55.48,-64.32
D,7.6,55.38,47.78,160.8,53.65,-107.15
H,45.0,157.27,112.27,23.85,13.55,-10.3
H,121.0,87.8,-33.2,61.74,8.5,-53.24
A,104.3,88.5,-15.8,61.5,27.3,-34.2
H,236.8,81.18,-155.62,8.82,2.2,-6.62
D,116.7,24.1,-92.6,72.9,35.64,-37.26
A,150.5,64.5,-86.0,10.4,48.0,37.6
A,54.91,34.63,-20.29,56.0,25.4,-30.6
A,159.5,3.0,-156.5,169.82,71.0,-98.82
D,56.0,25.4,-30.6,150.5,64.5,-86.0
D,160.8,53.65,-107.15,72.5,0.35,-72.15
D,61.74,8.5,-53.24,159.5,3.0,-156.5
D,169.82,71.0,-98.82,7.6,55.38,47.78
H,8.82,2.2,-6.62,54.91,34.63,-20.29
A,61.5,27.3,-34.2,116.7,24.1,-92.6
D,119.8,55.48,-64.32,121.0,87.8,-33.2
H,72.9,35.64,-37.26,45.0,157.27,112.27
H,23.85,13.55,-10.3,104.3,88.5,-15.8
H,10.4,48.0,37.6,236.8,81.18,-155.62
H,159.5,3.0,-156.5,56.0,25.4,-30.6
H,54.91,34.63,-20.29,61.74,8.5,-53.24
A,7.6,55.38,47.78,61.5,27.3,-34.2
D,121.0,87.8,-33.2,72.9,35.64,-37.26
A,72.5,0.35,-72.15,169.82,71.0,-98.82
D,45.0,157.27,112.27,160.8,53.65,-107.15
H,104.3,88.5,-15.8,119.8,55.48,-64.32
H,150.5,64.5,-86.0,8.82,2.2,-6.62
A,236.8,81.18,-155.62,23.85,13.55,-10.3
A,116.7,24.1,-92.6,10.4,48.0,37.6
A,119.8,55.48,-64.32,10.4,48.0,37.6
D,104.3,88.5,-15.8,45.0,157.27,112.27
H,54.91,34.63,-20.29,159.5,3.0,-156.5
A,7.6,55.38,47.78,72.5,0.35,-72.15
H,10.4,48.0,37.6,61.5,27.3,-34.2
D,72.9,35.64,-37.26,8.82,2.2,-6.62
A,56.0,25.4,-30.6,121.0,87.8,-33.2
D,119.8,55.48,-64.32,61.74,8.5,-53.24
D,236.8,81.18,-155.62,116.7,24.1,-92.6
D,23.85,13.55,-10.3,160.8,53.65,-107.15
H,150.5,64.5,-86.0,169.82,71.0,-98.82
H,121.0,87.8,-33.2,7.6,55.38,47.78
D,61.74,8.5,-53.24,56.0,25.4,-30.6
H,72.5,0.35,-72.15,54.91,34.63,-20.29
D,116.7,24.1,-92.6,104.3,88.5,-15.8
A,61.5,27.3,-34.2,23.85,13.55,-10.3
A,8.82,2.2,-6.62,10.4,48.0,37.6
A,159.5,3.0,-156.5,150.5,64.5,-86.0
H,160.8,53.65,-107.15,72.9,35.64,-37.26
A,45.0,157.27,112.27,236.8,81.18,-155.62
H,169.82,71.0,-98.82,119.8,55.48,-64.32
H,45.0,157.27,112.27,150.5,64.5,-86.0
H,23.85,13.55,-10.3,54.91,34.63,-20.29
H,7.6,55.38,47.78,72.9,35.64,-37.26
D,72.5,0.35,-72.15,61.74,8.5,-53.24
H,61.5,27.3,-34.2,159.5,3.0,-156.5
A,104.3,88.5,-15.8,169.82,71.0,-98.82
H,236.8,81.18,-155.62,56.0,25.4,-30.6
H,116.7,24.1,-92.6,8.82,2.2,-6.62
H,160.8,53.65,-107.15,121.0,87.8,-33.2
H,10.4,48.0,37.6,119.8,55.48,-64.32
H,8.82,2.2,-6.62,104.3,88.5,-15.8
A,61.74,8.5,-53.24,7.6,55.38,47.78
D,54.91,34.63,-20.29,45.0,157.27,112.27
D,72.9,35.64,-37.26,23.85,13.55,-10.3
H,119.8,55.48,-64.32,61.5,27.3,-34.2
H,56.0,25.4,-30.6,10.4,48.0,37.6
D,121.0,87.8,-33.2,236.8,81.18,-155.62
A,150.5,64.5,-86.0,116.7,24.1,-92.6
H,10.4,48.0,37.6,54.91,34.63,-20.29
H,160.8,53.65,-107.15,119.8,55.48,-64.32
H,7.6,55.38,47.78,56.0,25.4,-30.6
H,72.5,0.35,-72.15,8.82,2.2,-6.62
A,61.5,27.3,-34.2,72.9,35.64,-37.26
D,116.7,24.1,-92.6,61.74,8.5,-53.24
D,23.85,13.55,-10.3,150.5,64.5,-86.0
H,45.0,157.27,112.27,121.0,87.8,-33.2
H,236.8,81.18,-155.62,169.82,71.0,-98.82
H,104.3,88.5,-15.8,159.5,3.0,-156.5
D,159.5,3.0,-156.5,72.5,0.35,-72.15
H,169.82,71.0,-98.82,160.8,53.65,-107.15
A,8.82,2.2,-6.62,61.5,27.3,-34.2
D,150.5,64.5,-86.0,236.8,81.18,-155.62
D,56.0,25.4,-30.6,104.3,88.5,-15.8
H,61.74,8.5,-53.24,160.8,53.65,-107.15
A,119.8,55.48,-64.32,116.7,24.1,-92.6
A,54.91,34.63,-20.29,7.6,55.38,47.78
H,72.9,35.64,-37.26,72.5,0.35,-72.15
A,159.5,3.0,-156.5,45.0,157.27,112.27
D,121.0,87.8,-33.2,10.4,48.0,37.6
H,169.82,71.0,-98.82,23.85,13.55,-10.3
D,104.3,88.5,-15.8,61.74,8.5,-53.24
H,150.5,64.5,-86.0,119.8,55.48,-64.32
H,236.8,81.18,-155.62,72.5,0.35,-72.15
D,72.9,35.64,-37.26,159.5,3.0,-156.5
A,8.82,2.2,-6.62,121.0,87.8,-33.2
H,116.7,24.1,-92.6,54.91,34.63,-20.29
H,10.4,48.0,37.6,7.6,55.38,47.78
H,23.85,13.55,-10.3,56.0,25.4,-30.6
A,61.5,27.3,-34.2,160.8,53.65,-107.15
H,45.0,157.27,112.27,169.82,71.0,-98.82
A,159.5,3.0,-156.5,116.7,24.1,-92.6
A,56.0,25.4,-30.6,61.5,27.3,-34.2
A,7.6,55.38,47.78,23.85,13.55,-10.3
A,61.74,8.5,-53.24,236.8,81.18,-155.62
H,160.8,53.65,-107.15,8.82,2.2,-6.62
A,54.91,34.63,-20.29,72.9,35.64,-37.26
H,121.0,87.8,-33.2,104.3,88.5,-15.8
H,119.8,55.48,-64.32,45.0,157.27,112.27
H,72.5,0.35,-72.15,150.5,64.5,-86.0
H,169.82,71.0,-98.82,10.4,48.0,37.6
A,8.82,2.2,-6.62,61.74,8.5,-53.24
H,104.3,88.5,-15.8,7.6,55.38,47.78
H,236.8,81.18,-155.62,54.91,34.63,-20.29
A,116.7,24.1,-92.6,160.8,53.65,-107.15
H,45.0,157.27,112.27,56.0,25.4,-30.6
D,23.85,13.55,-10.3,72.5,0.35,-72.15
D,72.9,35.64,-37.26,119.8,55.48,-64.32
H,10.4,48.0,37.6,159.5,3.0,-156.5
H,61.5,27.3,-34.2,169.82,71.0,-98.82
H,150.5,64.5,-86.0,121.0,87.8,-33.2
A,7.6,55.38,47.78,45.0,157.27,112.27
H,56.0,25.4,-30.6,8.82,2.2,-6.62
D,160.8,53.65,-107.15,104.3,88.5,-15.8
H,169.82,71.0,-98.82,72.9,35.64,-37.26
H,72.5,0.35,-72.15,116.7,24.1,-92.6
A,119.8,55.48,-64.32,23.85,13.55,-10.3
A,61.74,8.5,-53.24,10.4,48.0,37.6
D,54.91,34.63,-20.29,150.5,64.5,-86.0
D,121.0,87.8,-33.2,61.5,27.3,-34.2
A,159.5,3.0,-156.5,236.8,81.18,-155.62
A,8.82,2.2,-6.62,119.8,55.48,-64.32
H,56.0,25.4,-30.6,72.9,35.64,-37.26
D,10.4,48.0,37.6,23.85,13.55,-10.3
H,72.5,0.35,-72.15,45.0,157.27,112.27
A,61.74,8.5,-53.24,169.82,71.0,-98.82
H,116.7,24.1,-92.6,121.0,87.8,-33.2
H,159.5,3.0,-156.5,7.6,55.38,47.78
H,150.5,64.5,-86.0,160.8,53.65,-107.15
H,54.91,34.63,-20.29,104.3,88.5,-15.8
D,236.8,81.18,-155.62,61.5,27.3,-34.2
H,45.0,157.27,112.27,8.82,2.2,-6.62
D,23.85,13.55,-10.3,116.7,24.1,-92.6
H,169.82,71.0,-98.82,54.91,34.63,-20.29
A,72.9,35.64,-37.26,150.5,64.5,-86.0
H,160.8,53.65,-107.15,10.4,48.0,37.6
D,121.0,87.8,-33.2,159.5,3.0,-156.5
H,104.3,88.5,-15.8,72.5,0.35,-72.15
A,7.6,55.38,47.78,236.8,81.18,-155.62
D,61.5,27.3,-34.2,61.74,8.5,-53.24
H,119.8,55.48,-64.32,56.0,25.4,-30.6
A,8.82,2.2,-6.62,23.85,13.55,-10.3
A,54.91,34.63,-20.29,61.5,27.3,-34.2
H,150.5,64.5,-86.0,104.3,88.5,-15.8
D,61.74,8.5,-53.24,72.9,35.64,-37.26
A,72.5,0.35,-72.15,121.0,87.8,-33.2
H,116.7,24.1,-92.6,7.6,55.38,47.78
A,56.0,25.4,-30.6,169.82,71.0,-98.82
H,159.5,3.0,-156.5,160.8,53.65,-107.15
D,236.8,81.18,-155.62,119.8,55.48,-64.32
H,10.4,48.0,37.6,45.0,157.27,112.27
H,160.8,53.65,-107.15,56.0,25.4,-30.6
A,23.85,13.55,-10.3,61.74,8.5,-53.24
H,45.0,157.27,112.27,116.7,24.1,-92.6
D,7.6,55.38,47.78,150.5,64.5,-86.0
A,121.0,87.8,-33.2,54.91,34.63,-20.29
A,104.3,88.5,-15.8,236.8,81.18,-155.62
H,169.82,71.0,-98.82,8.82,2.2,-6.62
A,72.9,35.64,-37.26,10.4,48.0,37.6
H,61.5,27.3,-34.2,72.5,0.35,-72.15
D,119.8,55.48,-64.32,159.5,3.0,-156.5
A,37.25,0.0,-37.25,86.0,19.15,-66.85
H,22.4,20.0,-2.4,37.3,26.3,-11.0
H,84.05,17.2,-66.85,127.8,0.0,-127.8
A,54.7,45.41,-9.29,39.0,0.275,-38.73
A,42.14,8.1,-34.04,59.4,53.77,-5.63
A,110.5,13.3,-97.2,74.37,4.43,-69.95
A,50.1,20.6,-29.5,247.2,57.15,-190.05
A,62.7,0.0,-62.7,87.59,79.2,-8.39
H,74.37,4.43,-69.95,42.14,8.1,-34.04
H,127.8,0.0,-127.8,37.25,0.0,-37.25
A,83.8,19.5,-64.3,22.4,20.0,-2.4
H,86.0,19.15,-66.85,54.7,45.41,-9.29
A,37.3,26.3,-11.0,110.5,13.3,-97.2
A,39.0,0.275,-38.73,50.1,20.6,-29.5
A,247.2,57.15,-190.05,84.05,17.2,-66.85
H,59.4,53.77,-5.63,1.1,2.3,1.2
H,101.35,2.77,-98.58,62.7,0.0,-62.7
A,87.59,79.2,-8.39,173.4,64.0,-109.4
A,50.1,20.6,-29.5,83.8,19.5,-64.3
A,22.4,20.0,-2.4,74.37,4.43,-69.95
D,42.14,8.1,-34.04,247.2,57.15,-190.05
A,1.1,2.3,1.2,37.3,26.3,-11.0
