Date,HomeTeam,AwayTeam,FTR,HTR,Referee,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
2021-03-14,Leicester,Sheffield United,H,H,P Bankes,59.4,53.77,-5.63,62.7,0.0,-62.7
2021-03-14,Arsenal,Tottenham,H,D,M Oliver,86.0,19.15,-66.85,110.5,13.3,-97.2
2021-03-14,Man United,West Ham,H,D,M Atkinson,83.8,19.5,-64.3,54.7,45.41,-9.29
2021-03-15,Wolves,Liverpool,A,A,C Pawson,87.59,79.2,-8.39,84.05,17.2,-66.85
2021-03-19,Fulham,Leeds,A,D,D Coote,37.25,0.0,-37.25,127.8,0.0,-127.8
2021-03-20,Brighton,Newcastle,H,H,A Taylor,50.1,20.6,-29.5,39.0,0.275,-38.73
2021-03-21,West Ham,Arsenal,D,H,J Moss,54.7,45.41,-9.29,86.0,19.15,-66.85
2021-03-21,Aston Villa,Tottenham,A,A,M Dean,101.35,2.77,-98.58,110.5,13.3,-97.2
2021-04-03,Chelsea,West Brom,A,A,D Coote,247.2,57.15,-190.05,42.14,8.1,-34.04
2021-04-03,Leeds,Sheffield United,H,D,G Scott,127.8,0.0,-127.8,62.7,0.0,-62.7
2021-04-03,Leicester,Man City,A,D,A Taylor,59.4,53.77,-5.63,173.4,64.0,-109.4
2021-04-03,Arsenal,Liverpool,A,D,S Attwell,86.0,19.15,-66.85,84.05,17.2,-66.85
2021-04-04,Southampton,Burnley,H,D,A Marriner,37.3,26.3,-11.0,1.1,2.3,1.2
2021-04-04,Newcastle,Tottenham,D,A,C Pawson,39.0,0.275,-38.73,110.5,13.3,-97.2
2021-04-04,Aston Villa,Fulham,H,D,A Madley,101.35,2.77,-98.58,37.25,0.0,-37.25
2021-04-04,Man United,Brighton,H,A,M Dean,83.8,19.5,-64.3,50.1,20.6,-29.5
2021-04-05,Everton,Crystal Palace,D,D,K Friend,74.37,4.43,-69.95,22.4,20.0,-2.4
2021-04-05,Wolves,West Ham,A,A,M Oliver,87.59,79.2,-8.39,54.7,45.41,-9.29
2021-04-09,Fulham,Wolves,A,D,J Moss,37.25,0.0,-37.25,87.59,79.2,-8.39
2021-04-10,Man City,Leeds,A,A,A Marriner,173.4,64.0,-109.4,127.8,0.0,-127.8
2021-04-10,Liverpool,Aston Villa,H,A,P Tierney,84.05,17.2,-66.85,101.35,2.77,-98.58
2021-04-10,Crystal Palace,Chelsea,A,A,M Oliver,22.4,20.0,-2.4,247.2,57.15,-190.05
2021-04-11,Burnley,Newcastle,A,H,A Taylor,1.1,2.3,1.2,39.0,0.275,-38.73
2021-04-11,West Ham,Leicester,H,H,M Dean,54.7,45.41,-9.29,59.4,53.77,-5.63
2021-04-11,Tottenham,Man United,A,H,C Kavanagh,110.5,13.3,-97.2,83.8,19.5,-64.3
2021-04-11,Sheffield United,Arsenal,A,A,P Bankes,62.7,0.0,-62.7,86.0,19.15,-66.85
2021-04-12,West Brom,Southampton,H,H,S Hooper,42.14,8.1,-34.04,37.3,26.3,-11.0
2021-04-12,Brighton,Everton,D,D,D England,50.1,20.6,-29.5,74.37,4.43,-69.95
2021-04-16,Everton,Tottenham,D,D,M Oliver,74.37,4.43,-69.95,110.5,13.3,-97.2
2021-04-17,Newcastle,West Ham,H,H,K Friend,39.0,0.275,-38.73,54.7,45.41,-9.29
2021-04-17,Wolves,Sheffield United,H,D,R Jones,87.59,79.2,-8.39,62.7,0.0,-62.7
2021-04-18,Arsenal,Fulham,D,D,C Pawson,86.0,19.15,-66.85,37.25,0.0,-37.25
2021-04-18,Man United,Burnley,H,D,J Moss,83.8,19.5,-64.3,1.1,2.3,1.2
2021-04-19,Leeds,Liverpool,D,A,A Taylor,127.8,0.0,-127.8,84.05,17.2,-66.85
2021-04-20,Chelsea,Brighton,D,D,S Attwell,247.2,57.15,-190.05,50.1,20.6,-29.5
2021-04-21,Tottenham,Southampton,H,A,D Coote,110.5,13.3,-97.2,37.3,26.3,-11.0
2021-04-21,Aston Villa,Man City,A,A,P Bankes,101.35,2.77,-98.58,173.4,64.0,-109.4
2021-04-22,Leicester,West Brom,H,H,A Madley,59.4,53.77,-5.63,42.14,8.1,-34.04
2021-04-23,Arsenal,Everton,A,D,J Moss,86.0,19.15,-66.85,74.37,4.43,-69.95
2021-04-24,Liverpool,Newcastle,D,H,A Marriner,84.05,17.2,-66.85,39.0,0.275,-38.73
2021-04-24,West Ham,Chelsea,A,A,C Kavanagh,54.7,45.41,-9.29,247.2,57.15,-190.05
2021-04-24,Sheffield United,Brighton,H,H,K Friend,62.7,0.0,-62.7,50.1,20.6,-29.5
2021-04-25,Wolves,Burnley,A,A,D England,87.59,79.2,-8.39,1.1,2.3,1.2
2021-04-25,Leeds,Man United,D,D,C Pawson,127.8,0.0,-127.8,83.8,19.5,-64.3
2021-04-25,Aston Villa,West Brom,D,D,S Attwell,101.35,2.77,-98.58,42.14,8.1,-34.04
2021-04-26,Leicester,Crystal Palace,H,A,G Scott,59.4,53.77,-5.63,22.4,20.0,-2.4
2021-04-30,Southampton,Leicester,D,D,R Jones,37.3,26.3,-11.0,59.4,53.77,-5.63
2021-05-01,Crystal Palace,Man City,A,D,D Coote,22.4,20.0,-2.4,173.4,64.0,-109.4
2021-05-01,Brighton,Leeds,H,H,C Kavanagh,50.1,20.6,-29.5,127.8,0.0,-127.8
2021-05-01,Chelsea,Fulham,H,H,K Friend,247.2,57.15,-190.05,37.25,0.0,-37.25
2021-05-01,Everton,Aston Villa,A,D,S Hooper,74.37,4.43,-69.95,101.35,2.77,-98.58
2021-05-02,Newcastle,Arsenal,A,A,M Dean,39.0,0.275,-38.73,86.0,19.15,-66.85
2021-05-02,Tottenham,Sheffield United,H,H,A Marriner,110.5,13.3,-97.2,62.7,0.0,-62.7
2021-05-03,West Brom,Wolves,D,A,P Tierney,42.14,8.1,-34.04,87.59,79.2,-8.39
2021-05-03,Burnley,West Ham,A,A,A Taylor,1.1,2.3,1.2,54.7,45.41,-9.29
2021-05-07,Leicester,Newcastle,A,A,D England,59.4,53.77,-5.63,39.0,0.275,-38.73
2021-05-08,Leeds,Tottenham,H,H,M Oliver,127.8,0.0,-127.8,110.5,13.3,-97.2
2021-05-08,Sheffield United,Crystal Palace,A,A,S Hooper,62.7,0.0,-62.7,22.4,20.0,-2.4
2021-05-08,Man City,Chelsea,A,H,A Taylor,173.4,64.0,-109.4,247.2,57.15,-190.05
2021-05-08,Liverpool,Southampton,H,H,K Friend,84.05,17.2,-66.85,37.3,26.3,-11.0
2021-05-09,Wolves,Brighton,H,A,J Moss,87.59,79.2,-8.39,50.1,20.6,-29.5
2021-05-09,Aston Villa,Man United,A,H,C Kavanagh,101.35,2.77,-98.58,83.8,19.5,-64.3
2021-05-09,West Ham,Everton,A,A,S Attwell,54.7,45.41,-9.29,74.37,4.43,-69.95
2021-05-09,Arsenal,West Brom,H,H,P Bankes,86.0,19.15,-66.85,42.14,8.1,-34.04
2021-05-10,Fulham,Burnley,A,A,D Coote,37.25,0.0,-37.25,1.1,2.3,1.2
2021-05-11,Man United,Leicester,A,D,C Pawson,83.8,19.5,-64.3,59.4,53.77,-5.63
2021-05-11,Southampton,Crystal Palace,H,D,A Madley,37.3,26.3,-11.0,22.4,20.0,-2.4
2021-05-12,Chelsea,Arsenal,A,A,A Marriner,247.2,57.15,-190.05,86.0,19.15,-66.85
2021-05-13,Aston Villa,Everton,D,D,M Atkinson,101.35,2.77,-98.58,74.37,4.43,-69.95
2021-05-13,Man United,Liverpool,A,A,A Taylor,83.8,19.5,-64.3,84.05,17.2,-66.85
2021-05-14,Newcastle,Man City,A,D,K Friend,39.0,0.275,-38.73,173.4,64.0,-109.4
2021-05-15,Burnley,Leeds,A,A,G Scott,1.1,2.3,1.2,127.8,0.0,-127.8
2021-05-15,Southampton,Fulham,H,H,C Pawson,37.3,26.3,-11.0,37.25,0.0,-37.25
2021-05-15,Brighton,West Ham,D,D,A Marriner,50.1,20.6,-29.5,54.7,45.41,-9.29
2021-05-16,Crystal Palace,Aston Villa,H,A,D Coote,22.4,20.0,-2.4,101.35,2.77,-98.58
2021-05-16,Tottenham,Wolves,H,H,M Atkinson,110.5,13.3,-97.2,87.59,79.2,-8.39
2021-05-16,West Brom,Liverpool,A,D,M Dean,42.14,8.1,-34.04,84.05,17.2,-66.85
2021-05-16,Everton,Sheffield United,A,A,A Moss,74.37,4.43,-69.95,62.7,0.0,-62.7
2021-05-18,Man United,Fulham,D,H,L Mason,83.8,19.5,-64.3,37.25,0.0,-37.25
2021-05-18,Southampton,Leeds,A,D,P Bankes,37.3,26.3,-11.0,127.8,0.0,-127.8
2021-05-18,Brighton,Man City,H,A,S Attwell,50.1,20.6,-29.5,173.4,64.0,-109.4
2021-05-18,Chelsea,Leicester,H,D,M Dean,247.2,57.15,-190.05,59.4,53.77,-5.63
2021-05-19,Everton,Wolves,H,D,A Madley,74.37,4.43,-69.95,87.59,79.2,-8.39
2021-05-19,Newcastle,Sheffield United,H,H,R Jones,39.0,0.275,-38.73,62.7,0.0,-62.7
2021-05-19,Tottenham,Aston Villa,A,A,C Pawson,110.5,13.3,-97.2,101.35,2.77,-98.58
2021-05-19,Crystal Palace,Arsenal,A,A,A Taylor,22.4,20.0,-2.4,86.0,19.15,-66.85
2021-05-19,Burnley,Liverpool,A,A,C Kavanagh,1.1,2.3,1.2,84.05,17.2,-66.85
2021-05-19,West Brom,West Ham,A,D,M Oliver,42.14,8.1,-34.04,54.7,45.41,-9.29
2021-05-23,Arsenal,Brighton,H,D,J Moss,86.0,19.15,-66.85,50.1,20.6,-29.5
2021-05-23,Aston Villa,Chelsea,H,H,S Attwell,101.35,2.77,-98.58,247.2,57.15,-190.05
2021-05-23,Fulham,Newcastle,A,A,C Kavanagh,37.25,0.0,-37.25,39.0,0.275,-38.73
2021-05-23,Leeds,West Brom,H,H,D Coote,127.8,0.0,-127.8,42.14,8.1,-34.04
2021-05-23,Leicester,Tottenham,A,D,A Taylor,59.4,53.77,-5.63,110.5,13.3,-97.2
2021-05-23,Liverpool,Crystal Palace,H,H,C Pawson,84.05,17.2,-66.85,22.4,20.0,-2.4
2021-05-23,Man City,Everton,H,H,M Oliver,173.4,64.0,-109.4,74.37,4.43,-69.95
2021-05-23,Sheffield United,Burnley,H,H,K Friend,62.7,0.0,-62.7,1.1,2.3,1.2
2021-05-23,West Ham,Southampton,H,H,M Atkinson,54.7,45.41,-9.29,37.3,26.3,-11.0
2021-05-23,Wolves,Man United,A,A,M Dean,87.59,79.2,-8.39,83.8,19.5,-64.3
2021-08-13,Brentford,Arsenal,H,H,M Oliver,38.2,1.0,-37.2,167.4,31.4,-136.0
2021-08-14,Man United,Leeds,H,H,P Tierney,142.0,31.1,-110.9,61.05,0.0,-61.05
2021-08-14,Burnley,Brighton,A,H,D Coote,49.4,40.5,-8.9,75.0,78.8,3.8
2021-08-14,Chelsea,Crystal Palace,H,H,J Moss,118.0,148.94,30.94,85.62,0.0,-85.62
2021-08-14,Everton,Southampton,H,A,A Madley,39.5,46.0,6.5,63.4,60.35,-3.05
2021-08-14,Leicester,Wolves,H,H,C Pawson,67.6,4.0,-63.6,37.6,31.8,-5.8
2021-08-14,Watford,Aston Villa,H,H,M Dean,43.5,12.85,-30.65,129.8,127.0,-2.8
2021-08-14,Norwich,Liverpool,A,A,A Marriner,63.55,38.4,-25.15,87.0,29.55,-57.45
2021-08-15,Newcastle,West Ham,A,H,M Atkinson,130.5,0.0,-130.5,74.5,4.24,-70.27
2021-08-15,Tottenham,Man City,H,D,A Taylor,95.9,34.62,-61.28,138.9,93.8,-45.1
2021-08-21,Liverpool,Burnley,H,H,M Dean,87.0,29.55,-57.45,49.4,40.5,-8.9
2021-08-21,Aston Villa,Newcastle,H,H,D Coote,129.8,127.0,-2.8,130.5,0.0,-130.5
2021-08-21,Crystal Palace,Brentford,D,D,M Atkinson,85.62,0.0,-85.62,38.2,1.0,-37.2
2021-08-21,Leeds,Everton,D,D,D England,61.05,0.0,-61.05,39.5,46.0,6.5
2021-08-21,Man City,Norwich,H,H,G Scott,138.9,93.8,-45.1,63.55,38.4,-25.15
2021-08-21,Brighton,Watford,H,H,A Taylor,75.0,78.8,3.8,43.5,12.85,-30.65
2021-08-22,Southampton,Man United,D,H,C Pawson,63.4,60.35,-3.05,142.0,31.1,-110.9
2021-08-22,Wolves,Tottenham,A,A,S Attwell,37.6,31.8,-5.8,95.9,34.62,-61.28
2021-08-22,Arsenal,Chelsea,A,A,P Tierney,167.4,31.4,-136.0,118.0,148.94,30.94
2021-08-23,West Ham,Leicester,H,H,M Oliver,74.5,4.24,-70.27,67.6,4.0,-63.6
2021-08-28,Man City,Arsenal,H,H,M Atkinson,138.9,93.8,-45.1,167.4,31.4,-136.0
2021-08-28,Aston Villa,Brentford,D,D,P Bankes,129.8,127.0,-2.8,38.2,1.0,-37.2
2021-08-28,Brighton,Everton,A,A,J Moss,75.0,78.8,3.8,39.5,46.0,6.5
2021-08-28,Newcastle,Southampton,D,D,P Tierney,130.5,0.0,-130.5,63.4,60.35,-3.05
2021-08-28,Norwich,Leicester,A,D,R Jones,63.55,38.4,-25.15,67.6,4.0,-63.6
2021-08-28,West Ham,Crystal Palace,D,H,S Attwell,74.5,4.24,-70.27,85.62,0.0,-85.62
2021-08-28,Liverpool,Chelsea,D,D,A Taylor,87.0,29.55,-57.45,118.0,148.94,30.94
2021-08-29,Burnley,Leeds,D,D,M Oliver,49.4,40.5,-8.9,61.05,0.0,-61.05
2021-08-29,Tottenham,Watford,H,H,A Marriner,95.9,34.62,-61.28,43.5,12.85,-30.65
2021-08-29,Wolves,Man United,A,D,M Dean,37.6,31.8,-5.8,142.0,31.1,-110.9
2021-09-11,Crystal Palace,Tottenham,H,D,J Moss,85.62,0.0,-85.62,95.9,34.62,-61.28
2021-09-11,Arsenal,Norwich,H,D,M Oliver,167.4,31.4,-136.0,63.55,38.4,-25.15
2021-09-11,Brentford,Brighton,A,D,G Scott,38.2,1.0,-37.2,75.0,78.8,3.8
2021-09-11,Leicester,Man City,A,D,P Tierney,67.6,4.0,-63.6,138.9,93.8,-45.1
2021-09-11,Man United,Newcastle,H,H,A Taylor,142.0,31.1,-110.9,130.5,0.0,-130.5
2021-09-11,Southampton,West Ham,D,D,D Coote,63.4,60.35,-3.05,74.5,4.24,-70.27
2021-09-11,Watford,Wolves,A,D,P Bankes,43.5,12.85,-30.65,37.6,31.8,-5.8
2021-09-11,Chelsea,Aston Villa,H,H,S Attwell,118.0,148.94,30.94,129.8,127.0,-2.8
2021-09-12,Leeds,Liverpool,A,A,C Pawson,61.05,0.0,-61.05,87.0,29.55,-57.45
2021-09-13,Everton,Burnley,H,D,M Atkinson,39.5,46.0,6.5,49.4,40.5,-8.9
2021-09-17,Newcastle,Leeds,D,D,M Dean,130.5,0.0,-130.5,61.05,0.0,-61.05
2021-09-18,Wolves,Brentford,A,A,D England,37.6,31.8,-5.8,38.2,1.0,-37.2
2021-09-18,Burnley,Arsenal,A,A,A Taylor,49.4,40.5,-8.9,167.4,31.4,-136.0
2021-09-18,Liverpool,Crystal Palace,H,H,A Madley,87.0,29.55,-57.45,85.62,0.0,-85.62
2021-09-18,Man City,Southampton,D,D,J Moss,138.9,93.8,-45.1,63.4,60.35,-3.05
2021-09-18,Norwich,Watford,A,D,R Jones,63.55,38.4,-25.15,43.5,12.85,-30.65
2021-09-18,Aston Villa,Everton,H,D,C Pawson,129.8,127.0,-2.8,39.5,46.0,6.5
2021-09-19,Brighton,Leicester,H,H,S Attwell,75.0,78.8,3.8,67.6,4.0,-63.6
2021-09-19,West Ham,Man United,A,D,M Atkinson,74.5,4.24,-70.27,142.0,31.1,-110.9
2021-09-19,Tottenham,Chelsea,A,D,P Tierney,95.9,34.62,-61.28,118.0,148.94,30.94
2021-09-25,Chelsea,Man City,A,D,M Oliver,118.0,148.94,30.94,138.9,93.8,-45.1
2021-09-25,Man United,Aston Villa,A,D,M Dean,142.0,31.1,-110.9,129.8,127.0,-2.8
2021-09-25,Everton,Norwich,H,H,D Coote,39.5,46.0,6.5,63.55,38.4,-25.15
2021-09-25,Leeds,West Ham,A,H,K Friend,61.05,0.0,-61.05,74.5,4.24,-70.27
2021-09-25,Leicester,Burnley,D,A,C Kavanagh,67.6,4.0,-63.6,49.4,40.5,-8.9
2021-09-25,Watford,Newcastle,D,A,J Gillett,43.5,12.85,-30.65,130.5,0.0,-130.5
2021-09-25,Brentford,Liverpool,D,D,S Attwell,38.2,1.0,-37.2,87.0,29.55,-57.45
2021-09-26,Southampton,Wolves,A,D,A Madley,63.4,60.35,-3.05,37.6,31.8,-5.8
2021-09-26,Arsenal,Tottenham,H,H,C Pawson,167.4,31.4,-136.0,95.9,34.62,-61.28
2021-09-27,Crystal Palace,Brighton,D,H,A Marriner,85.62,0.0,-85.62,75.0,78.8,3.8
2021-10-02,Man United,Everton,D,H,M Oliver,142.0,31.1,-110.9,39.5,46.0,6.5
2021-10-02,Burnley,Norwich,D,D,K Friend,49.4,40.5,-8.9,63.55,38.4,-25.15
2021-10-02,Chelsea,Southampton,H,H,M Atkinson,118.0,148.94,30.94,63.4,60.35,-3.05
2021-10-02,Leeds,Watford,H,H,S Hooper,61.05,0.0,-61.05,43.5,12.85,-30.65
2021-10-02,Wolves,Newcastle,H,D,G Scott,37.6,31.8,-5.8,130.5,0.0,-130.5
2021-10-02,Brighton,Arsenal,D,D,J Moss,75.0,78.8,3.8,167.4,31.4,-136.0
2021-10-03,Crystal Palace,Leicester,D,A,A Taylor,85.62,0.0,-85.62,67.6,4.0,-63.6
2021-10-03,Tottenham,Aston Villa,H,H,C Kavanagh,95.9,34.62,-61.28,129.8,127.0,-2.8
2021-10-03,West Ham,Brentford,A,A,P Bankes,74.5,4.24,-70.27,38.2,1.0,-37.2
2021-10-03,Liverpool,Man City,D,D,P Tierney,87.0,29.55,-57.45,138.9,93.8,-45.1
2021-10-16,Watford,Liverpool,A,A,J Moss,43.5,12.85,-30.65,87.0,29.55,-57.45
2021-10-16,Aston Villa,Wolves,A,D,M Oliver,129.8,127.0,-2.8,37.6,31.8,-5.8
2021-10-16,Leicester,Man United,H,D,C Pawson,67.6,4.0,-63.6,142.0,31.1,-110.9
2021-10-16,Man City,Burnley,H,H,M Atkinson,138.9,93.8,-45.1,49.4,40.5,-8.9
2021-10-16,Norwich,Brighton,D,D,P Bankes,63.55,38.4,-25.15,75.0,78.8,3.8
2021-10-16,Southampton,Leeds,H,D,D Coote,63.4,60.35,-3.05,61.05,0.0,-61.05
2021-10-16,Brentford,Chelsea,A,A,A Taylor,38.2,1.0,-37.2,118.0,148.94,30.94
2021-10-17,Everton,West Ham,A,D,S Attwell,39.5,46.0,6.5,74.5,4.24,-70.27
2021-10-17,Newcastle,Tottenham,A,A,A Marriner,130.5,0.0,-130.5,95.9,34.62,-61.28
2021-10-18,Arsenal,Crystal Palace,D,H,M Dean,167.4,31.4,-136.0,85.62,0.0,-85.62
2021-10-22,Arsenal,Aston Villa,H,H,C Pawson,167.4,31.4,-136.0,129.8,127.0,-2.8
2021-10-23,Chelsea,Norwich,H,H,A Madley,118.0,148.94,30.94,63.55,38.4,-25.15
2021-10-23,Crystal Palace,Newcastle,D,D,D England,85.62,0.0,-85.62,130.5,0.0,-130.5
2021-10-23,Everton,Watford,A,D,G Scott,39.5,46.0,6.5,43.5,12.85,-30.65
2021-10-23,Leeds,Wolves,D,A,R Jones,61.05,0.0,-61.05,37.6,31.8,-5.8
2021-10-23,Southampton,Burnley,D,D,C Kavanagh,63.4,60.35,-3.05,49.4,40.5,-8.9
2021-10-23,Brighton,Man City,A,A,K Friend,75.0,78.8,3.8,138.9,93.8,-45.1
2021-10-24,Brentford,Leicester,A,A,S Hooper,38.2,1.0,-37.2,67.6,4.0,-63.6
2021-10-24,West Ham,Tottenham,H,D,P Tierney,74.5,4.24,-70.27,95.9,34.62,-61.28
2021-10-24,Man United,Liverpool,A,A,A Taylor,142.0,31.1,-110.9,87.0,29.55,-57.45
2021-10-30,Leicester,Arsenal,A,A,M Oliver,67.6,4.0,-63.6,167.4,31.4,-136.0
2021-10-30,Burnley,Brentford,H,H,J Moss,49.4,40.5,-8.9,38.2,1.0,-37.2
2021-10-30,Liverpool,Brighton,D,H,M Dean,87.0,29.55,-57.45,75.0,78.8,3.8
2021-10-30,Man City,Crystal Palace,A,A,A Marriner,138.9,93.8,-45.1,85.62,0.0,-85.62
2021-10-30,Newcastle,Chelsea,A,D,P Tierney,130.5,0.0,-130.5,118.0,148.94,30.94
2021-10-30,Watford,Southampton,A,A,P Bankes,43.5,12.85,-30.65,63.4,60.35,-3.05
2021-10-30,Tottenham,Man United,A,A,S Attwell,95.9,34.62,-61.28,142.0,31.1,-110.9
2021-10-31,Norwich,Leeds,A,D,A Taylor,63.55,38.4,-25.15,61.05,0.0,-61.05
2021-10-31,Aston Villa,West Ham,A,A,C Kavanagh,129.8,127.0,-2.8,74.5,4.24,-70.27
2021-11-01,Wolves,Everton,H,H,M Atkinson,37.6,31.8,-5.8,39.5,46.0,6.5
2021-11-05,Southampton,Aston Villa,H,H,A Madley,63.4,60.35,-3.05,129.8,127.0,-2.8
2021-11-06,Man United,Man City,A,A,M Oliver,142.0,31.1,-110.9,138.9,93.8,-45.1
2021-11-06,Brentford,Norwich,A,A,J Gillett,38.2,1.0,-37.2,63.55,38.4,-25.15
2021-11-06,Chelsea,Burnley,D,H,A Marriner,118.0,148.94,30.94,49.4,40.5,-8.9
2021-11-06,Crystal Palace,Wolves,H,D,G Scott,85.62,0.0,-85.62,37.6,31.8,-5.8
2021-11-06,Brighton,Newcastle,D,H,D Coote,75.0,78.8,3.8,130.5,0.0,-130.5
2021-11-07,Arsenal,Watford,H,D,K Friend,167.4,31.4,-136.0,43.5,12.85,-30.65
2021-11-07,Everton,Tottenham,D,D,C Kavanagh,39.5,46.0,6.5,95.9,34.62,-61.28
2021-11-07,Leeds,Leicester,D,D,D England,61.05,0.0,-61.05,67.6,4.0,-63.6
2021-11-07,West Ham,Liverpool,H,D,C Pawson,74.5,4.24,-70.27,87.0,29.55,-57.45
2021-11-20,Leicester,Chelsea,A,A,P Tierney,67.6,4.0,-63.6,118.0,148.94,30.94
2021-11-20,Aston Villa,Brighton,H,D,A Taylor,129.8,127.0,-2.8,75.0,78.8,3.8
2021-11-20,Burnley,Crystal Palace,D,A,S Hooper,49.4,40.5,-8.9,85.62,0.0,-85.62
2021-11-20,Newcastle,Brentford,D,D,R Jones,130.5,0.0,-130.5,38.2,1.0,-37.2
2021-11-20,Norwich,Southampton,H,D,M Atkinson,63.55,38.4,-25.15,63.4,60.35,-3.05
2021-11-20,Watford,Man United,H,H,J Moss,43.5,12.85,-30.65,142.0,31.1,-110.9
2021-11-20,Wolves,West Ham,H,D,M Dean,37.6,31.8,-5.8,74.5,4.24,-70.27
2021-11-20,Liverpool,Arsenal,H,H,M Oliver,87.0,29.55,-57.45,167.4,31.4,-136.0
2021-11-21,Man City,Everton,H,H,S Attwell,138.9,93.8,-45.1,39.5,46.0,6.5
2021-11-21,Tottenham,Leeds,H,A,A Marriner,95.9,34.62,-61.28,61.05,0.0,-61.05
2021-11-27,Arsenal,Newcastle,H,D,S Attwell,167.4,31.4,-136.0,130.5,0.0,-130.5
2021-11-27,Crystal Palace,Aston Villa,A,A,M Salisbury,85.62,0.0,-85.62,129.8,127.0,-2.8
2021-11-27,Liverpool,Southampton,H,H,A Marriner,87.0,29.55,-57.45,63.4,60.35,-3.05
2021-11-27,Norwich,Wolves,D,D,S Hooper,63.55,38.4,-25.15,37.6,31.8,-5.8
2021-11-27,Brighton,Leeds,D,D,C Pawson,75.0,78.8,3.8,61.05,0.0,-61.05
2021-11-28,Brentford,Everton,H,H,D England,38.2,1.0,-37.2,39.5,46.0,6.5
2021-11-28,Leicester,Watford,H,H,A Madley,67.6,4.0,-63.6,43.5,12.85,-30.65
2021-11-28,Man City,West Ham,H,H,M Oliver,138.9,93.8,-45.1,74.5,4.24,-70.27
2021-11-28,Chelsea,Man United,D,D,A Taylor,118.0,148.94,30.94,142.0,31.1,-110.9
2021-11-30,Newcastle,Norwich,D,D,A Madley,130.5,0.0,-130.5,63.55,38.4,-25.15
2021-11-30,Leeds,Crystal Palace,H,D,K Friend,61.05,0.0,-61.05,85.62,0.0,-85.62
2021-12-01,Southampton,Leicester,D,H,R Jones,63.4,60.35,-3.05,67.6,4.0,-63.6
2021-12-01,Watford,Chelsea,A,D,D Coote,43.5,12.85,-30.65,118.0,148.94,30.94
2021-12-01,West Ham,Brighton,D,H,C Kavanagh,74.5,4.24,-70.27,75.0,78.8,3.8
2021-12-01,Wolves,Burnley,D,D,J Brooks,37.6,31.8,-5.8,49.4,40.5,-8.9
2021-12-01,Aston Villa,Man City,A,A,M Dean,129.8,127.0,-2.8,138.9,93.8,-45.1
2021-12-01,Everton,Liverpool,A,A,P Tierney,39.5,46.0,6.5,87.0,29.55,-57.45
2021-12-02,Tottenham,Brentford,H,H,J Moss,95.9,34.62,-61.28,38.2,1.0,-37.2
2021-12-02,Man United,Arsenal,H,D,M Atkinson,142.0,31.1,-110.9,167.4,31.4,-136.0
2021-12-04,West Ham,Chelsea,H,A,A Marriner,74.5,4.24,-70.27,118.0,148.94,30.94
2021-12-04,Newcastle,Burnley,H,H,P Tierney,130.5,0.0,-130.5,49.4,40.5,-8.9
2021-12-04,Southampton,Brighton,D,H,A Taylor,63.4,60.35,-3.05,75.0,78.8,3.8
2021-12-04,Wolves,Liverpool,A,D,C Kavanagh,37.6,31.8,-5.8,87.0,29.55,-57.45
2021-12-04,Watford,Man City,A,A,S Hooper,43.5,12.85,-30.65,138.9,93.8,-45.1
2021-12-05,Leeds,Brentford,D,H,D Coote,61.05,0.0,-61.05,38.2,1.0,-37.2
2021-12-05,Man United,Crystal Palace,H,D,C Pawson,142.0,31.1,-110.9,85.62,0.0,-85.62
2021-12-05,Tottenham,Norwich,H,H,J Gillett,95.9,34.62,-61.28,63.55,38.4,-25.15
2021-12-05,Aston Villa,Leicester,H,D,M Oliver,129.8,127.0,-2.8,67.6,4.0,-63.6
2021-12-06,Everton,Arsenal,H,A,M Dean,39.5,46.0,6.5,167.4,31.4,-136.0
2021-12-10,Brentford,Watford,H,A,M Oliver,38.2,1.0,-37.2,43.5,12.85,-30.65
2021-12-11,Man City,Wolves,H,D,J Moss,138.9,93.8,-45.1,37.6,31.8,-5.8
2021-12-11,Arsenal,Southampton,H,H,J Gillett,167.4,31.4,-136.0,63.4,60.35,-3.05
2021-12-11,Chelsea,Leeds,H,D,C Kavanagh,118.0,148.94,30.94,61.05,0.0,-61.05
2021-12-11,Liverpool,Aston Villa,H,D,S Attwell,87.0,29.55,-57.45,129.8,127.0,-2.8
2021-12-11,Norwich,Man United,A,D,D England,63.55,38.4,-25.15,142.0,31.1,-110.9
2021-12-12,Burnley,West Ham,D,D,G Scott,49.4,40.5,-8.9,74.5,4.24,-70.27
2021-12-12,Leicester,Newcastle,H,H,P Bankes,67.6,4.0,-63.6,130.5,0.0,-130.5
2021-12-12,Crystal Palace,Everton,H,H,A Madley,85.62,0.0,-85.62,39.5,46.0,6.5
2021-12-14,Norwich,Aston Villa,A,A,D Coote,63.55,38.4,-25.15,129.8,127.0,-2.8
2021-12-14,Man City,Leeds,H,H,P Tierney,138.9,93.8,-45.1,61.05,0.0,-61.05
2021-12-15,Brighton,Wolves,A,A,T Harrington,75.0,78.8,3.8,37.6,31.8,-5.8
2021-12-15,Crystal Palace,Southampton,D,A,S Hooper,85.62,0.0,-85.62,63.4,60.35,-3.05
2021-12-15,Arsenal,West Ham,H,D,A Taylor,167.4,31.4,-136.0,74.5,4.24,-70.27
